,inicial_mat,inicial_pt,in_laboratorio_informatica,in_laboratorio_ciencias,in_quadra_esportes,in_cozinha,in_biblioteca,in_sala_leitura,in_internet,in_alimentacao,tp_atividade_complementar,tp_localizacao,num_proffundamental,num_matri_fund_total_geral,num_turmas_fund_total_geral,nu_salas_utilizadas,nu_funcionarios,num_matri_fund_1a4,matri/prof,matri/salas,com_escola_1,com_escola_2,rural,alimentacao_rural
4269,183.85,183.84,0,0,0,1,0,0,0,1,0,2. Rural,5.0,0.0,0.0,4,18,0.0,0.0,0.0,2,1,1,1
4270,197.06,206.87,1,0,1,1,0,1,1,1,0,2. Rural,10.0,0.0,0.0,6,25,0.0,0.0,0.0,6,4,1,1
4271,220.85,212.21,0,0,0,1,0,1,1,1,1,1. Urbana,7.0,0.0,0.0,4,25,0.0,0.0,0.0,4,2,0,0
4272,190.91,189.08,0,0,0,1,0,0,1,1,0,2. Rural,76.0,0.0,0.0,8,35,0.0,0.0,0.0,3,2,1,1
4273,233.64,224.49,0,0,0,1,0,1,1,1,1,1. Urbana,115.0,0.0,0.0,12,62,0.0,0.0,0.0,4,2,0,0
4274,195.8,181.9,0,0,0,1,0,0,1,1,1,1. Urbana,11.0,0.0,0.0,9,42,0.0,0.0,0.0,3,2,0,0
4275,194.3,191.67,0,0,0,1,0,0,1,1,1,1. Urbana,10.0,0.0,0.0,2,23,0.0,0.0,0.0,3,2,0,0
4276,169.67,177.75,0,0,0,1,0,0,0,1,0,2. Rural,45.0,0.0,0.0,5,25,0.0,0.0,0.0,2,1,1,1
4277,185.55,184.25,0,0,0,1,0,0,1,1,0,2. Rural,7.0,0.0,0.0,5,15,0.0,0.0,0.0,3,2,1,1
4278,202.84,181.88,0,0,0,1,0,0,1,1,1,2. Rural,5.0,0.0,0.0,3,23,0.0,0.0,0.0,3,2,1,1
4279,187.45,194.06,1,0,0,1,0,0,1,1,0,2. Rural,11.0,0.0,0.0,5,16,0.0,0.0,0.0,4,3,1,1
4280,196.22,195.61,0,0,0,1,0,0,1,1,1,1. Urbana,11.0,0.0,0.0,1,38,0.0,0.0,0.0,3,2,0,0
4281,209.67,207.31,0,0,0,1,0,0,0,1,0,1. Urbana,11.0,0.0,0.0,7,33,0.0,0.0,0.0,2,1,0,0
4282,191.3,174.89,0,0,0,1,0,0,0,1,1,1. Urbana,7.0,0.0,0.0,5,27,0.0,0.0,0.0,2,1,0,0
4283,187.6,184.91,0,0,1,1,0,0,1,1,0,1. Urbana,80.0,0.0,0.0,12,54,0.0,0.0,0.0,4,3,0,0
4284,178.09,169.56,0,0,0,1,0,0,1,1,1,2. Rural,21.0,0.0,0.0,7,27,0.0,0.0,0.0,3,2,1,1
4285,177.3,162.95,0,0,0,1,0,0,1,1,1,2. Rural,31.0,0.0,0.0,5,24,0.0,0.0,0.0,3,2,1,1
4286,223.36,209.47,0,0,0,1,0,0,1,1,1,2. Rural,7.0,0.0,0.0,1,21,0.0,0.0,0.0,3,2,1,1
4287,159.33,175.15,0,0,0,1,0,0,1,1,0,2. Rural,1.0,0.0,0.0,3,10,0.0,0.0,0.0,3,2,1,1
4288,193.43,186.68,0,0,0,1,0,0,0,1,0,2. Rural,6.0,0.0,0.0,4,12,0.0,0.0,0.0,2,1,1,1
4289,195.28,185.89,0,0,0,1,0,0,1,1,1,1. Urbana,124.0,0.0,0.0,9,55,0.0,0.0,0.0,3,2,0,0
4290,178.09,178.84,0,0,0,1,0,0,1,1,1,1. Urbana,29.0,0.0,0.0,5,30,0.0,0.0,0.0,3,2,0,0
4291,173.81,168.79,1,0,0,1,0,0,0,1,1,2. Rural,1.0,0.0,0.0,3,12,0.0,0.0,0.0,3,2,1,1
4292,228.8,202.09,0,0,0,1,0,0,0,1,1,1. Urbana,7.0,0.0,0.0,4,25,0.0,0.0,0.0,2,1,0,0
4293,179.36,169.46,0,0,0,1,0,0,1,1,1,2. Rural,8.0,0.0,0.0,1,26,0.0,0.0,0.0,3,2,1,1
4294,180.36,176.0,0,0,0,1,0,0,1,1,0,2. Rural,11.0,0.0,0.0,3,17,0.0,0.0,0.0,3,2,1,1
4295,185.55,169.03,0,0,0,1,0,0,0,1,1,1. Urbana,47.0,0.0,0.0,6,24,0.0,0.0,0.0,2,1,0,0
4296,171.05,154.94,0,0,0,1,0,0,1,1,0,2. Rural,41.0,0.0,0.0,5,28,0.0,0.0,0.0,3,2,1,1
4297,160.56,151.17,0,0,0,1,0,0,0,1,1,2. Rural,57.0,0.0,0.0,7,28,0.0,0.0,0.0,2,1,1,1
4298,167.37,164.61,0,0,0,1,0,0,0,1,1,2. Rural,67.0,0.0,0.0,7,40,0.0,0.0,0.0,2,1,1,1
4299,179.67,177.68,0,0,0,1,0,0,1,1,1,2. Rural,10.0,0.0,0.0,4,19,0.0,0.0,0.0,3,2,1,1
4300,193.15,182.93,0,0,0,1,0,0,0,1,1,1. Urbana,17.0,0.0,0.0,5,28,0.0,0.0,0.0,2,1,0,0
4301,141.01,136.03,0,0,0,1,0,0,0,1,0,2. Rural,27.0,0.0,0.0,4,29,0.0,0.0,0.0,2,1,1,1
4302,183.82,176.04,0,0,0,1,0,1,0,1,1,2. Rural,5.0,0.0,0.0,3,11,0.0,0.0,0.0,3,1,1,1
4303,153.41,153.09,0,0,0,1,0,0,0,1,1,2. Rural,30.0,0.0,0.0,5,17,0.0,0.0,0.0,2,1,1,1
4304,168.85,153.61,0,0,0,1,0,0,0,1,1,1. Urbana,40.0,0.0,0.0,7,34,0.0,0.0,0.0,2,1,0,0
4305,184.16,175.65,0,0,0,1,0,0,1,1,1,1. Urbana,65.0,0.0,0.0,7,51,0.0,0.0,0.0,3,2,0,0
4306,221.33,214.26,1,0,0,1,1,0,1,1,1,1. Urbana,42.0,0.0,0.0,5,30,0.0,0.0,0.0,5,3,0,0
4307,177.12,169.14,0,0,1,1,0,0,0,1,1,2. Rural,26.0,0.0,0.0,4,23,0.0,0.0,0.0,3,2,1,1
4308,187.13,185.6,0,0,0,1,0,0,1,1,1,1. Urbana,25.0,0.0,0.0,5,31,0.0,0.0,0.0,3,2,0,0
4309,203.71,198.63,0,0,0,1,0,0,1,1,1,1. Urbana,89.0,0.0,0.0,7,41,0.0,0.0,0.0,3,2,0,0
4310,187.65,198.32,0,0,0,1,0,0,0,1,0,2. Rural,8.0,0.0,0.0,4,17,0.0,0.0,0.0,2,1,1,1
4311,186.44,188.6,0,0,0,1,0,0,0,1,0,2. Rural,25.0,0.0,0.0,5,16,0.0,0.0,0.0,2,1,1,1
4312,177.48,172.59,0,0,0,1,0,0,1,1,0,2. Rural,12.0,0.0,0.0,3,14,0.0,0.0,0.0,3,2,1,1
4313,179.48,179.01,0,0,1,1,0,0,1,1,0,2. Rural,63.0,0.0,0.0,10,36,0.0,0.0,0.0,4,3,1,1
4314,191.28,175.67,0,0,0,1,0,0,0,1,0,1. Urbana,6.0,0.0,0.0,3,14,0.0,0.0,0.0,2,1,0,0
4315,181.96,172.53,0,0,0,1,1,0,0,1,0,2. Rural,8.0,0.0,0.0,6,18,0.0,0.0,0.0,3,1,1,1
4316,180.25,170.2,0,0,0,1,0,0,0,1,0,2. Rural,29.0,0.0,0.0,10,27,0.0,0.0,0.0,2,1,1,1
4317,189.37,180.49,1,1,0,1,1,1,1,1,0,1. Urbana,74.0,0.0,0.0,14,75,0.0,0.0,0.0,7,4,0,0
4318,167.98,157.08,0,0,0,1,0,0,0,1,0,2. Rural,28.0,0.0,0.0,6,17,0.0,0.0,0.0,2,1,1,1
4319,166.33,159.39,0,0,0,1,0,0,0,1,0,2. Rural,21.0,0.0,0.0,7,29,0.0,0.0,0.0,2,1,1,1
4320,152.8,142.11,0,0,0,1,0,0,0,1,0,2. Rural,5.0,0.0,0.0,3,12,0.0,0.0,0.0,2,1,1,1
4321,157.88,138.5,0,0,0,1,0,0,0,1,0,2. Rural,24.0,0.0,0.0,2,15,0.0,0.0,0.0,2,1,1,1
4322,155.79,160.95,0,0,0,1,0,0,0,1,0,1. Urbana,5.0,0.0,0.0,4,14,0.0,0.0,0.0,2,1,0,0
4323,196.64,194.21,1,0,1,1,0,0,1,1,0,1. Urbana,78.0,0.0,0.0,9,42,0.0,0.0,0.0,5,4,0,0
4324,159.4,147.28,0,0,0,1,0,0,0,1,0,2. Rural,25.0,0.0,0.0,5,18,0.0,0.0,0.0,2,1,1,1
4325,189.52,134.86,0,0,0,1,0,0,0,1,0,2. Rural,1.0,0.0,0.0,6,26,0.0,0.0,0.0,2,1,1,1
4326,186.4,187.21,0,0,0,1,0,0,0,1,0,2. Rural,5.0,0.0,0.0,5,12,0.0,0.0,0.0,2,1,1,1
4327,169.99,160.41,0,0,0,1,0,0,0,1,0,2. Rural,4.0,0.0,0.0,4,11,0.0,0.0,0.0,2,1,1,1
4328,185.99,164.36,0,0,0,1,0,0,0,1,0,1. Urbana,33.0,0.0,0.0,6,28,0.0,0.0,0.0,2,1,0,0
4329,169.99,173.08,0,0,0,1,0,0,0,1,0,1. Urbana,6.0,0.0,0.0,3,17,0.0,0.0,0.0,2,1,0,0
4330,163.08,166.16,0,0,0,1,0,0,0,0,0,2. Rural,15.0,0.0,0.0,4,19,0.0,0.0,0.0,1,1,1,0
4331,177.22,172.11,0,0,0,1,0,0,0,1,0,2. Rural,31.0,0.0,0.0,6,14,0.0,0.0,0.0,2,1,1,1
4332,160.93,150.2,0,0,0,1,0,0,0,1,0,2. Rural,26.0,0.0,0.0,7,27,0.0,0.0,0.0,2,1,1,1
4333,147.79,146.82,0,0,0,1,0,0,1,1,0,2. Rural,29.0,0.0,0.0,6,31,0.0,0.0,0.0,3,2,1,1
4334,162.85,141.32,0,0,1,1,0,0,1,1,1,2. Rural,28.0,0.0,0.0,7,33,0.0,0.0,0.0,4,3,1,1
4335,184.29,184.24,0,0,0,1,0,0,1,1,1,2. Rural,21.0,0.0,0.0,6,27,0.0,0.0,0.0,3,2,1,1
4336,162.37,140.89,1,0,0,1,0,0,0,1,1,2. Rural,19.0,0.0,0.0,6,34,0.0,0.0,0.0,3,2,1,1
4337,171.88,155.13,0,0,0,1,0,0,0,1,1,2. Rural,7.0,0.0,0.0,4,16,0.0,0.0,0.0,2,1,1,1
4338,183.79,177.07,1,0,0,1,0,0,0,1,1,2. Rural,18.0,0.0,0.0,9,21,0.0,0.0,0.0,3,2,1,1
4339,163.17,137.86,0,0,0,1,0,0,0,1,1,2. Rural,21.0,0.0,0.0,4,25,0.0,0.0,0.0,2,1,1,1
4340,186.15,194.93,0,0,0,1,1,1,0,1,1,2. Rural,36.0,0.0,0.0,6,28,0.0,0.0,0.0,4,1,1,1
4341,179.52,160.35,0,0,0,1,1,0,0,1,1,2. Rural,26.0,0.0,0.0,6,23,0.0,0.0,0.0,3,1,1,1
4342,186.48,174.05,0,0,0,1,0,0,0,1,1,2. Rural,13.0,0.0,0.0,3,17,0.0,0.0,0.0,2,1,1,1
4343,170.5,168.45,0,0,0,1,0,0,0,1,1,2. Rural,9.0,0.0,0.0,6,16,0.0,0.0,0.0,2,1,1,1
4344,166.54,160.72,0,0,0,1,0,0,0,1,1,2. Rural,5.0,0.0,0.0,2,15,0.0,0.0,0.0,2,1,1,1
4345,171.34,153.04,0,0,0,1,0,0,1,1,1,2. Rural,19.0,0.0,0.0,6,22,0.0,0.0,0.0,3,2,1,1
4346,167.51,172.78,0,0,0,1,0,0,0,1,0,2. Rural,29.0,0.0,0.0,7,27,0.0,0.0,0.0,2,1,1,1
4347,162.26,161.8,0,0,0,1,0,0,0,1,1,2. Rural,20.0,0.0,0.0,5,28,0.0,0.0,0.0,2,1,1,1
4348,151.04,155.7,0,0,0,1,0,0,0,1,0,2. Rural,13.0,0.0,0.0,5,29,0.0,0.0,0.0,2,1,1,1
4349,152.04,140.16,1,0,1,1,1,0,1,1,1,2. Rural,21.0,0.0,0.0,8,27,0.0,0.0,0.0,6,4,1,1
4350,167.47,158.56,0,0,0,1,0,0,0,1,1,2. Rural,21.0,0.0,0.0,6,21,0.0,0.0,0.0,2,1,1,1
4351,160.97,140.37,1,0,0,1,0,0,1,1,0,2. Rural,26.0,0.0,0.0,5,28,0.0,0.0,0.0,4,3,1,1
4352,176.71,163.47,0,0,0,1,0,0,1,1,1,2. Rural,22.0,0.0,0.0,4,30,0.0,0.0,0.0,3,2,1,1
4353,171.01,159.92,1,0,0,1,0,0,1,1,1,2. Rural,46.0,0.0,0.0,9,45,0.0,0.0,0.0,4,3,1,1
4354,175.08,186.53,0,0,0,1,0,0,1,1,1,2. Rural,51.0,0.0,0.0,9,36,0.0,0.0,0.0,3,2,1,1
4355,182.66,180.99,1,0,0,1,0,1,1,1,0,1. Urbana,127.0,0.0,0.0,12,49,0.0,0.0,0.0,5,3,0,0
4356,167.62,156.79,0,0,0,1,0,0,0,1,1,2. Rural,3.0,0.0,0.0,4,11,0.0,0.0,0.0,2,1,1,1
4357,172.33,145.85,0,0,0,1,0,0,0,1,1,2. Rural,35.0,0.0,0.0,4,24,0.0,0.0,0.0,2,1,1,1
4358,191.12,193.15,0,0,0,1,0,0,0,1,0,1. Urbana,21.0,0.0,0.0,4,16,0.0,0.0,0.0,2,1,0,0
4359,184.07,174.32,0,0,0,1,0,0,1,1,1,2. Rural,98.0,0.0,0.0,9,37,0.0,0.0,0.0,3,2,1,1
4360,175.51,158.48,1,0,0,1,1,0,0,1,1,2. Rural,64.0,0.0,0.0,8,47,0.0,0.0,0.0,4,2,1,1
4361,193.0,177.68,1,0,0,1,0,0,1,1,1,1. Urbana,60.0,0.0,0.0,6,43,0.0,0.0,0.0,4,3,0,0
4362,247.28,239.56,0,0,0,1,0,0,1,1,0,1. Urbana,91.0,0.0,0.0,17,58,0.0,0.0,0.0,3,2,0,0
4363,180.28,169.75,0,0,0,1,0,0,1,1,1,1. Urbana,9.0,0.0,0.0,3,27,0.0,0.0,0.0,3,2,0,0
4364,172.07,157.54,0,0,0,1,0,0,0,1,0,2. Rural,30.0,0.0,0.0,5,21,0.0,0.0,0.0,2,1,1,1
4365,185.62,170.85,0,0,0,1,0,0,0,1,1,2. Rural,1.0,0.0,0.0,3,15,0.0,0.0,0.0,2,1,1,1
4366,198.66,191.19,0,0,0,1,0,0,1,1,1,1. Urbana,42.0,0.0,0.0,5,39,0.0,0.0,0.0,3,2,0,0
4367,193.26,194.64,0,0,1,1,0,0,0,1,1,1. Urbana,65.0,0.0,0.0,5,51,0.0,0.0,0.0,3,2,0,0
4368,186.04,192.37,0,0,0,1,0,0,1,1,1,1. Urbana,11.0,0.0,0.0,5,37,0.0,0.0,0.0,3,2,0,0
4369,227.83,233.17,0,0,0,1,1,1,1,1,0,1. Urbana,6.0,0.0,0.0,7,17,0.0,0.0,0.0,5,2,0,0
4370,191.05,190.06,0,0,0,1,1,0,0,1,1,1. Urbana,94.0,0.0,0.0,8,150,0.0,0.0,0.0,3,1,0,0
4371,195.77,182.09,0,0,0,1,0,0,0,1,1,2. Rural,5.0,0.0,0.0,3,21,0.0,0.0,0.0,2,1,1,1
4372,195.54,185.8,0,0,0,1,1,0,0,1,0,2. Rural,42.0,0.0,0.0,10,26,0.0,0.0,0.0,3,1,1,1
4373,178.04,170.17,0,0,0,1,0,0,0,1,0,2. Rural,9.0,0.0,0.0,4,17,0.0,0.0,0.0,2,1,1,1
4374,187.79,166.25,0,0,0,1,0,1,0,1,0,2. Rural,34.0,0.0,0.0,7,32,0.0,0.0,0.0,3,1,1,1
4375,180.08,178.15,0,0,0,1,0,0,1,1,0,1. Urbana,117.0,38.0,1.0,11,38,0.0,0.0,0.0,3,2,0,0
4376,164.05,136.28,0,0,0,1,0,0,0,1,0,2. Rural,15.0,0.0,0.0,4,17,0.0,0.0,0.0,2,1,1,1
4377,158.8,137.07,0,0,0,1,0,0,1,1,0,2. Rural,31.0,21.0,1.0,6,22,0.0,0.0,0.0,3,2,1,1
4378,182.96,188.55,0,0,0,1,0,0,0,1,0,1. Urbana,63.0,28.0,1.0,9,65,0.0,0.0,0.0,2,1,0,0
4379,210.13,206.27,1,0,0,1,0,0,1,1,0,1. Urbana,19.0,0.0,0.0,6,25,0.0,0.0,0.0,4,3,0,0
4380,190.43,176.45,0,0,0,1,0,0,1,1,0,2. Rural,28.0,0.0,0.0,7,20,0.0,0.0,0.0,3,2,1,1
4381,154.93,150.22,0,0,0,1,0,0,0,1,0,2. Rural,27.0,0.0,0.0,4,23,0.0,0.0,0.0,2,1,1,1
4382,155.25,133.38,0,0,0,1,0,0,0,1,0,2. Rural,1.0,0.0,0.0,4,12,0.0,0.0,0.0,2,1,1,1
4383,159.47,149.63,0,0,0,1,0,0,0,1,0,2. Rural,31.0,0.0,0.0,7,28,0.0,0.0,0.0,2,1,1,1
4384,172.21,160.17,0,0,0,1,0,0,0,1,0,2. Rural,26.0,0.0,0.0,5,18,0.0,0.0,0.0,2,1,1,1
4385,191.76,196.69,0,0,0,1,0,0,0,1,0,2. Rural,1.0,0.0,0.0,4,19,0.0,0.0,0.0,2,1,1,1
4386,205.47,197.63,1,0,0,1,0,0,1,1,1,1. Urbana,60.0,0.0,0.0,23,44,0.0,0.0,0.0,4,3,0,0
4387,141.0,125.66,0,0,0,1,0,0,0,1,1,2. Rural,2.0,0.0,0.0,4,12,0.0,0.0,0.0,2,1,1,1
4388,148.31,142.23,1,0,0,1,0,0,0,0,1,2. Rural,18.0,0.0,0.0,5,21,0.0,0.0,0.0,2,2,1,0
4389,165.2,137.22,0,0,0,1,0,0,0,1,1,2. Rural,2.0,0.0,0.0,3,10,0.0,0.0,0.0,2,1,1,1
4390,178.01,162.88,1,0,0,1,0,0,1,1,0,1. Urbana,33.0,0.0,0.0,8,29,0.0,0.0,0.0,4,3,0,0
4391,169.21,158.21,1,0,0,1,0,0,0,1,1,2. Rural,5.0,0.0,0.0,4,15,0.0,0.0,0.0,3,2,1,1
4392,159.01,137.71,0,0,0,1,0,0,1,1,0,2. Rural,17.0,0.0,0.0,5,26,0.0,0.0,0.0,3,2,1,1
4393,185.27,183.68,1,0,0,1,0,0,1,1,1,1. Urbana,29.0,0.0,0.0,16,35,0.0,0.0,0.0,4,3,0,0
4394,204.98,203.02,0,0,0,1,0,0,1,1,1,1. Urbana,11.0,0.0,0.0,6,32,0.0,0.0,0.0,3,2,0,0
4395,175.0,159.43,0,0,0,1,0,0,1,1,1,2. Rural,42.0,21.0,1.0,2,29,0.0,0.0,0.0,3,2,1,1
4396,173.31,171.37,0,0,0,1,0,1,1,1,1,1. Urbana,7.0,0.0,0.0,4,25,0.0,0.0,0.0,4,2,0,0
4397,179.33,159.32,0,0,0,1,0,0,0,1,0,2. Rural,1.0,0.0,0.0,3,13,0.0,0.0,0.0,2,1,1,1
4398,159.07,158.04,0,0,0,1,0,0,1,1,1,2. Rural,61.0,0.0,0.0,8,46,0.0,0.0,0.0,3,2,1,1
4399,170.69,153.03,0,0,0,1,0,0,1,1,1,2. Rural,48.0,18.0,1.0,3,50,0.0,0.0,0.0,3,2,1,1
4400,170.13,156.42,0,0,0,1,1,0,0,1,1,2. Rural,3.0,0.0,0.0,3,14,0.0,0.0,0.0,3,1,1,1
4401,157.91,138.33,0,0,0,1,0,1,1,1,1,2. Rural,42.0,29.0,1.0,3,35,0.0,0.0,0.0,4,2,1,1
4402,183.46,194.17,0,0,1,1,0,0,0,1,0,1. Urbana,11.0,0.0,0.0,20,41,0.0,0.0,0.0,3,2,0,0
4403,160.44,153.92,0,0,0,1,0,0,0,1,0,2. Rural,16.0,0.0,0.0,15,23,0.0,0.0,0.0,2,1,1,1
4404,201.67,189.28,0,0,0,1,0,0,1,1,0,1. Urbana,5.0,0.0,0.0,5,19,0.0,0.0,0.0,3,2,0,0
4405,213.06,198.17,0,0,0,1,1,1,1,1,0,1. Urbana,272.0,0.0,0.0,16,93,0.0,0.0,0.0,5,2,0,0
4406,182.23,168.09,0,0,0,1,0,0,0,1,0,1. Urbana,10.0,0.0,0.0,9,14,0.0,0.0,0.0,2,1,0,0
4407,193.84,190.78,0,0,0,1,0,0,0,1,0,1. Urbana,10.0,0.0,0.0,8,35,0.0,0.0,0.0,2,1,0,0
4408,212.06,209.72,0,0,0,1,0,0,0,1,0,1. Urbana,6.0,0.0,0.0,8,24,0.0,0.0,0.0,2,1,0,0
4409,186.62,175.32,0,0,0,1,1,1,0,1,0,1. Urbana,8.0,0.0,0.0,9,28,0.0,0.0,0.0,4,1,0,0
4410,196.34,168.85,0,0,0,1,0,0,0,1,1,2. Rural,1.0,0.0,0.0,2,5,0.0,0.0,0.0,2,1,1,1
4411,201.36,198.87,0,0,0,1,1,1,1,1,1,1. Urbana,137.0,0.0,0.0,8,68,0.0,0.0,0.0,5,2,0,0
4412,156.99,147.2,0,0,0,1,0,1,0,1,1,2. Rural,24.0,0.0,0.0,7,25,0.0,0.0,0.0,3,1,1,1
4413,192.87,180.15,1,0,0,1,1,0,0,1,1,2. Rural,40.0,0.0,0.0,8,29,0.0,0.0,0.0,4,2,1,1
4414,172.4,169.14,1,0,0,1,0,0,1,1,0,2. Rural,24.0,0.0,0.0,6,21,0.0,0.0,0.0,4,3,1,1
4415,177.21,164.34,0,0,0,1,0,0,0,1,1,2. Rural,21.0,14.0,1.0,6,31,0.0,0.0,0.0,2,1,1,1
4416,163.7,160.05,1,0,0,1,0,0,1,1,1,2. Rural,29.0,17.0,1.0,5,19,0.0,0.0,0.0,4,3,1,1
4417,188.2,178.71,0,0,0,1,1,0,1,1,1,1. Urbana,17.0,0.0,0.0,6,35,0.0,0.0,0.0,4,2,0,0
4418,165.84,169.53,0,0,0,1,0,0,0,1,1,2. Rural,44.0,0.0,0.0,6,22,0.0,0.0,0.0,2,1,1,1
4419,188.47,185.43,1,0,0,1,0,0,1,1,1,1. Urbana,98.0,47.0,2.0,20,59,0.0,0.0,0.0,4,3,0,0
4420,163.67,157.27,0,0,0,1,0,0,0,1,1,2. Rural,37.0,0.0,0.0,7,37,0.0,0.0,0.0,2,1,1,1
4421,203.68,208.43,0,0,0,1,1,0,1,1,1,1. Urbana,113.0,0.0,0.0,11,73,0.0,0.0,0.0,4,2,0,0
4422,175.61,161.28,1,0,1,1,1,1,0,1,1,2. Rural,68.0,57.0,3.0,8,37,0.0,0.0,0.0,6,3,1,1
4423,174.02,170.92,0,0,1,1,0,0,1,1,1,2. Rural,84.0,0.0,0.0,8,42,0.0,0.0,0.0,4,3,1,1
4424,181.22,163.48,1,0,0,1,0,0,0,1,1,2. Rural,32.0,0.0,0.0,7,26,0.0,0.0,0.0,3,2,1,1
4425,221.73,232.38,0,0,0,1,0,0,0,1,1,2. Rural,27.0,0.0,0.0,5,23,0.0,0.0,0.0,2,1,1,1
4426,172.44,167.39,0,0,0,1,1,0,0,1,1,2. Rural,48.0,0.0,0.0,8,42,0.0,0.0,0.0,3,1,1,1
4427,183.22,162.57,0,0,0,1,0,0,0,1,1,2. Rural,21.0,0.0,0.0,3,16,0.0,0.0,0.0,2,1,1,1
4428,190.01,189.27,0,0,0,1,0,1,1,1,1,1. Urbana,143.0,0.0,0.0,16,65,0.0,0.0,0.0,4,2,0,0
4429,205.71,201.35,0,0,0,1,1,1,1,1,1,1. Urbana,31.0,0.0,0.0,9,65,0.0,0.0,0.0,5,2,0,0
4430,184.79,179.99,0,0,1,1,1,0,1,1,0,2. Rural,190.0,40.0,2.0,14,89,0.0,0.0,0.0,5,3,1,1
4431,193.26,191.23,1,1,1,1,1,1,1,1,1,1. Urbana,106.0,0.0,0.0,12,73,0.0,0.0,0.0,8,5,0,0
4432,194.2,175.56,0,0,0,1,0,0,0,1,1,2. Rural,21.0,14.0,1.0,5,21,0.0,0.0,0.0,2,1,1,1
4433,174.81,164.46,0,0,0,1,0,0,1,1,1,1. Urbana,8.0,0.0,0.0,6,53,0.0,0.0,0.0,3,2,0,0
4434,183.96,179.64,0,0,0,1,1,0,1,1,1,1. Urbana,106.0,0.0,0.0,12,88,0.0,0.0,0.0,4,2,0,0
4435,158.31,156.36,0,0,0,0,0,0,0,1,0,2. Rural,14.0,0.0,0.0,3,21,0.0,0.0,0.0,1,0,1,1
4436,165.68,147.56,0,0,0,1,0,0,0,1,0,2. Rural,1.0,0.0,0.0,3,18,0.0,0.0,0.0,2,1,1,1
4437,178.06,190.0,0,0,0,1,0,0,0,1,1,2. Rural,40.0,0.0,0.0,5,42,0.0,0.0,0.0,2,1,1,1
4438,196.02,185.16,0,0,0,1,1,1,0,1,0,1. Urbana,70.0,0.0,0.0,8,50,0.0,0.0,0.0,4,1,0,0
4439,149.23,148.28,0,0,0,1,1,0,0,1,1,2. Rural,25.0,0.0,0.0,4,24,0.0,0.0,0.0,3,1,1,1
4440,187.88,181.18,0,0,0,1,0,0,0,1,1,2. Rural,21.0,0.0,0.0,4,20,0.0,0.0,0.0,2,1,1,1
4441,190.96,174.27,0,0,0,1,0,0,0,1,1,1. Urbana,2.0,0.0,0.0,6,26,0.0,0.0,0.0,2,1,0,0
4442,183.01,179.25,0,0,0,0,0,0,0,1,0,1. Urbana,11.0,0.0,0.0,3,14,0.0,0.0,0.0,1,0,0,0
4443,177.77,182.65,0,0,0,1,0,1,0,1,0,1. Urbana,7.0,0.0,0.0,5,20,0.0,0.0,0.0,3,1,0,0
4444,174.05,174.05,0,0,0,1,0,0,0,1,0,2. Rural,31.0,15.0,1.0,5,25,0.0,0.0,0.0,2,1,1,1
4445,185.98,166.22,0,0,0,1,0,0,0,1,1,2. Rural,34.0,0.0,0.0,4,23,0.0,0.0,0.0,2,1,1,1
4446,210.92,208.72,0,0,1,1,0,1,1,1,0,1. Urbana,68.0,0.0,0.0,21,59,0.0,0.0,0.0,5,3,0,0
4447,165.97,160.59,0,0,0,1,0,0,0,1,0,2. Rural,1.0,0.0,0.0,6,6,0.0,0.0,0.0,2,1,1,1
4448,169.12,168.48,0,0,0,1,1,0,0,1,0,1. Urbana,91.0,24.0,1.0,9,46,0.0,0.0,0.0,3,1,0,0
4449,221.29,208.16,0,0,0,1,0,0,0,1,1,1. Urbana,19.0,0.0,0.0,3,33,0.0,0.0,0.0,2,1,0,0
4450,163.78,152.29,0,0,0,1,0,0,0,1,1,2. Rural,2.0,0.0,0.0,4,10,0.0,0.0,0.0,2,1,1,1
4451,187.25,161.11,1,0,0,1,0,0,0,1,0,1. Urbana,9.0,0.0,0.0,3,19,0.0,0.0,0.0,3,2,0,0
4452,161.79,167.14,0,0,0,1,0,0,0,1,1,2. Rural,18.0,0.0,0.0,4,32,0.0,0.0,0.0,2,1,1,1
4453,164.37,161.43,0,0,0,1,0,0,0,1,0,2. Rural,1.0,0.0,0.0,3,8,0.0,0.0,0.0,2,1,1,1
4454,154.04,151.57,0,0,0,1,0,0,0,1,0,2. Rural,13.0,16.0,1.0,5,14,0.0,0.0,0.0,2,1,1,1
4455,150.78,152.37,0,0,0,1,0,0,1,1,0,2. Rural,3.0,0.0,0.0,4,16,0.0,0.0,0.0,3,2,1,1
4456,170.04,144.72,1,0,0,1,0,0,1,1,1,2. Rural,17.0,0.0,0.0,6,28,0.0,0.0,0.0,4,3,1,1
4457,169.88,160.87,0,0,0,1,0,0,0,1,0,1. Urbana,15.0,0.0,0.0,7,30,0.0,0.0,0.0,2,1,0,0
4458,175.56,147.75,0,0,0,1,0,0,0,1,0,2. Rural,25.0,35.0,1.0,6,16,0.0,0.0,0.0,2,1,1,1
4459,163.4,145.23,0,0,0,1,0,0,0,1,0,2. Rural,33.0,51.0,2.0,8,28,0.0,0.0,0.0,2,1,1,1
4460,182.77,184.87,0,0,0,1,0,0,1,1,0,2. Rural,43.0,0.0,0.0,9,36,0.0,0.0,0.0,3,2,1,1
4461,180.81,164.13,1,0,0,1,1,0,1,1,0,2. Rural,31.0,0.0,0.0,7,30,0.0,0.0,0.0,5,3,1,1
