,inicial_mat,inicial_pt,in_laboratorio_informatica,in_laboratorio_ciencias,in_quadra_esportes,in_cozinha,in_biblioteca,in_sala_leitura,in_internet,in_alimentacao,tp_atividade_complementar,tp_localizacao,num_proffundamental,num_matri_fund_total_geral,num_turmas_fund_total_geral,nu_salas_utilizadas,nu_funcionarios,num_matri_fund_1a4,matri/prof,matri/salas,com_escola_1,com_escola_2,rural,alimentacao_rural
19766,213.92,200.63,1,0,1,1,1,0,1,1,1,1. Urbana,64.0,0.0,0.0,6,39,0.0,0.0,0.0,6,4,0,0
19767,236.23,226.69,0,0,1,1,0,0,1,1,1,1. Urbana,48.0,0.0,0.0,8,43,0.0,0.0,0.0,4,3,0,0
19768,224.62,209.7,1,0,1,1,1,0,1,1,1,1. Urbana,50.0,0.0,0.0,6,33,0.0,0.0,0.0,6,4,0,0
19769,242.51,211.57,1,0,1,1,1,0,1,1,0,1. Urbana,41.0,0.0,0.0,12,30,0.0,0.0,0.0,6,4,0,0
19770,214.66,199.56,0,0,1,1,1,1,1,1,1,1. Urbana,45.0,0.0,0.0,13,64,0.0,0.0,0.0,6,3,0,0
19771,254.79,241.97,1,0,1,1,1,0,1,1,1,1. Urbana,30.0,0.0,0.0,8,42,0.0,0.0,0.0,6,4,0,0
19772,224.4,213.24,1,0,1,1,1,0,1,1,1,1. Urbana,105.0,0.0,0.0,12,71,0.0,0.0,0.0,6,4,0,0
19773,214.61,210.11,1,0,0,1,1,0,1,1,1,1. Urbana,87.0,0.0,0.0,14,46,0.0,0.0,0.0,5,3,0,0
19774,221.7,217.93,1,0,0,1,0,1,1,1,0,1. Urbana,78.0,0.0,0.0,4,40,0.0,0.0,0.0,5,3,0,0
19775,207.45,207.09,0,0,1,1,1,0,1,1,0,1. Urbana,58.0,0.0,0.0,18,67,0.0,0.0,0.0,5,3,0,0
19776,195.55,189.27,0,0,0,1,1,0,1,1,0,1. Urbana,10.0,0.0,0.0,6,26,0.0,0.0,0.0,4,2,0,0
19777,208.43,213.12,0,0,0,1,0,0,1,1,0,1. Urbana,2.0,0.0,0.0,5,12,0.0,0.0,0.0,3,2,0,0
19778,243.68,238.99,0,0,0,1,0,1,1,1,1,2. Rural,14.0,0.0,0.0,4,19,0.0,0.0,0.0,4,2,1,1
19779,225.8,220.79,0,0,1,1,0,1,1,1,1,1. Urbana,64.0,0.0,0.0,13,60,0.0,0.0,0.0,5,3,0,0
19780,255.25,253.46,1,0,1,1,1,0,1,1,1,1. Urbana,44.0,0.0,0.0,14,48,0.0,0.0,0.0,6,4,0,0
19781,248.47,242.29,1,0,1,1,1,0,1,1,1,1. Urbana,38.0,0.0,0.0,10,45,0.0,0.0,0.0,6,4,0,0
19782,233.71,220.11,1,0,1,1,1,0,1,1,0,1. Urbana,31.0,0.0,0.0,10,37,0.0,0.0,0.0,6,4,0,0
19783,207.91,200.45,1,0,1,1,1,0,1,1,1,1. Urbana,35.0,0.0,0.0,12,61,0.0,0.0,0.0,6,4,0,0
19784,208.8,210.93,0,0,1,1,1,0,1,1,1,1. Urbana,92.0,0.0,0.0,9,52,0.0,0.0,0.0,5,3,0,0
19785,199.93,187.97,1,0,1,1,1,0,1,1,1,1. Urbana,22.0,0.0,0.0,9,41,0.0,0.0,0.0,6,4,0,0
19786,239.58,224.28,1,0,0,1,1,0,1,1,1,2. Rural,38.0,0.0,0.0,9,24,0.0,0.0,0.0,5,3,1,1
19787,219.59,216.0,1,0,1,1,1,0,1,1,0,1. Urbana,41.0,0.0,0.0,14,45,0.0,0.0,0.0,6,4,0,0
19788,235.11,231.0,1,0,0,1,1,0,1,1,1,2. Rural,22.0,0.0,0.0,7,31,0.0,0.0,0.0,5,3,1,1
19789,238.47,232.96,1,0,0,1,0,0,1,1,0,1. Urbana,30.0,0.0,0.0,10,37,0.0,0.0,0.0,4,3,0,0
19790,221.16,227.2,0,0,1,1,0,0,1,1,0,1. Urbana,10.0,0.0,0.0,7,17,0.0,0.0,0.0,4,3,0,0
19791,266.56,257.07,1,0,0,1,1,1,1,1,0,1. Urbana,24.0,0.0,0.0,10,31,0.0,0.0,0.0,6,3,0,0
19792,210.11,204.27,1,0,0,1,1,0,1,1,0,1. Urbana,18.0,0.0,0.0,7,29,0.0,0.0,0.0,5,3,0,0
19793,237.22,224.76,1,0,0,1,1,0,1,1,0,1. Urbana,24.0,0.0,0.0,8,47,0.0,0.0,0.0,5,3,0,0
19794,253.76,251.44,0,0,0,1,0,0,1,1,0,1. Urbana,39.0,0.0,0.0,9,29,0.0,0.0,0.0,3,2,0,0
19795,247.46,247.98,1,0,1,1,1,0,1,1,1,1. Urbana,38.0,0.0,0.0,9,46,0.0,0.0,0.0,6,4,0,0
19796,253.71,241.85,1,0,1,1,1,0,1,1,1,1. Urbana,59.0,0.0,0.0,18,61,0.0,0.0,0.0,6,4,0,0
19797,226.54,217.5,1,0,1,1,1,0,1,1,1,1. Urbana,69.0,0.0,0.0,9,44,0.0,0.0,0.0,6,4,0,0
19798,220.35,218.51,1,0,1,1,1,0,1,1,1,1. Urbana,80.0,0.0,0.0,13,67,0.0,0.0,0.0,6,4,0,0
19799,228.34,216.07,1,0,1,1,1,1,1,1,1,1. Urbana,156.0,0.0,0.0,16,67,0.0,0.0,0.0,7,4,0,0
19800,249.91,236.45,1,0,1,1,1,0,1,1,1,1. Urbana,60.0,0.0,0.0,10,59,0.0,0.0,0.0,6,4,0,0
19801,220.01,211.56,1,0,1,1,1,0,1,1,0,1. Urbana,60.0,0.0,0.0,8,48,0.0,0.0,0.0,6,4,0,0
19802,220.54,207.07,0,0,0,1,1,0,1,1,0,1. Urbana,52.0,0.0,0.0,8,35,0.0,0.0,0.0,4,2,0,0
19803,242.99,237.14,1,0,1,1,0,0,1,1,1,1. Urbana,38.0,0.0,0.0,16,68,0.0,0.0,0.0,5,4,0,0
19804,239.23,227.47,0,0,1,1,1,0,1,1,0,1. Urbana,30.0,0.0,0.0,14,72,0.0,0.0,0.0,5,3,0,0
19805,258.33,253.71,0,0,1,1,0,0,0,1,0,2. Rural,18.0,0.0,0.0,3,22,0.0,0.0,0.0,3,2,1,1
19806,239.05,226.2,1,1,1,1,1,1,1,1,1,1. Urbana,110.0,0.0,0.0,14,61,0.0,0.0,0.0,8,5,0,0
19807,263.78,244.18,0,0,1,1,0,0,1,1,0,1. Urbana,43.0,0.0,0.0,1,42,0.0,0.0,0.0,4,3,0,0
19808,243.77,233.98,0,0,1,1,0,0,1,1,0,1. Urbana,42.0,191.0,8.0,6,40,191.0,4.5476190476190474,31.833334,4,3,0,0
19809,230.31,222.31,1,1,1,1,1,0,1,1,1,1. Urbana,124.0,0.0,0.0,19,96,0.0,0.0,0.0,7,5,0,0
19810,221.42,215.2,1,0,1,1,1,0,1,1,1,1. Urbana,77.0,0.0,0.0,21,67,0.0,0.0,0.0,6,4,0,0
19811,228.78,225.9,1,1,1,1,1,0,1,1,1,1. Urbana,181.0,0.0,0.0,20,87,0.0,0.0,0.0,7,5,0,0
19812,210.09,197.59,1,0,1,1,1,0,1,1,0,1. Urbana,174.0,0.0,0.0,18,71,0.0,0.0,0.0,6,4,0,0
19813,214.59,206.84,1,0,1,1,0,0,1,1,1,1. Urbana,96.0,0.0,0.0,14,74,0.0,0.0,0.0,5,4,0,0
19814,206.95,186.35,1,0,1,1,1,1,1,1,1,1. Urbana,87.0,0.0,0.0,32,74,0.0,0.0,0.0,7,4,0,0
19815,248.33,247.31,1,0,1,1,1,0,1,1,0,1. Urbana,64.0,0.0,0.0,16,65,0.0,0.0,0.0,6,4,0,0
19816,233.23,222.82,1,0,1,1,1,0,1,1,1,1. Urbana,115.0,0.0,0.0,13,55,0.0,0.0,0.0,6,4,0,0
19817,240.31,242.82,1,0,1,1,1,0,1,1,0,1. Urbana,40.0,0.0,0.0,10,46,0.0,0.0,0.0,6,4,0,0
19818,225.03,209.23,1,1,1,1,1,0,1,1,1,1. Urbana,44.0,0.0,0.0,9,74,0.0,0.0,0.0,7,5,0,0
19819,228.36,225.5,1,0,1,1,1,0,1,1,1,1. Urbana,58.0,0.0,0.0,18,64,0.0,0.0,0.0,6,4,0,0
19820,186.15,184.77,1,0,1,1,1,0,1,1,1,1. Urbana,70.0,0.0,0.0,10,49,0.0,0.0,0.0,6,4,0,0
19821,218.74,185.66,0,0,1,1,1,0,1,1,1,1. Urbana,46.0,0.0,0.0,8,33,0.0,0.0,0.0,5,3,0,0
19822,205.63,201.27,1,1,1,1,1,0,1,1,1,1. Urbana,108.0,0.0,0.0,15,68,0.0,0.0,0.0,7,5,0,0
19823,222.32,221.23,1,1,1,1,1,0,1,1,1,1. Urbana,86.0,0.0,0.0,14,135,0.0,0.0,0.0,7,5,0,0
19824,219.75,208.71,1,0,1,1,1,0,1,1,1,1. Urbana,86.0,0.0,0.0,16,62,0.0,0.0,0.0,6,4,0,0
19825,214.07,201.98,1,1,1,1,1,0,1,1,1,1. Urbana,80.0,0.0,0.0,12,59,0.0,0.0,0.0,7,5,0,0
19826,198.79,204.58,1,1,1,1,1,0,1,1,1,1. Urbana,61.0,0.0,0.0,12,79,0.0,0.0,0.0,7,5,0,0
19827,204.47,210.23,1,0,1,1,1,0,1,1,1,1. Urbana,104.0,0.0,0.0,16,109,0.0,0.0,0.0,6,4,0,0
19828,208.67,198.51,1,0,1,1,1,0,1,1,1,1. Urbana,61.0,0.0,0.0,9,32,0.0,0.0,0.0,6,4,0,0
19829,242.4,231.08,1,1,1,1,1,0,1,1,0,1. Urbana,79.0,0.0,0.0,2,97,0.0,0.0,0.0,7,5,0,0
19830,244.76,233.96,1,1,1,1,1,0,1,1,1,1. Urbana,304.0,0.0,0.0,32,156,0.0,0.0,0.0,7,5,0,0
19831,178.73,184.4,1,1,1,1,1,1,1,1,1,1. Urbana,46.0,0.0,0.0,12,55,0.0,0.0,0.0,8,5,0,0
19832,270.02,267.17,1,1,1,1,1,1,1,1,0,1. Urbana,157.0,0.0,0.0,17,99,0.0,0.0,0.0,8,5,0,0
19833,197.41,191.91,1,1,1,1,1,0,1,1,1,1. Urbana,59.0,0.0,0.0,12,76,0.0,0.0,0.0,7,5,0,0
19834,241.54,246.38,1,0,1,1,1,0,1,1,0,2. Rural,40.0,0.0,0.0,6,32,0.0,0.0,0.0,6,4,1,1
19835,213.18,229.16,1,0,1,1,1,0,1,1,0,2. Rural,46.0,0.0,0.0,7,24,0.0,0.0,0.0,6,4,1,1
19836,220.71,217.66,1,0,1,1,1,0,1,1,1,1. Urbana,137.0,0.0,0.0,12,64,0.0,0.0,0.0,6,4,0,0
19837,251.56,247.78,1,0,1,1,1,0,1,1,0,1. Urbana,65.0,0.0,0.0,28,63,0.0,0.0,0.0,6,4,0,0
19838,233.85,225.68,1,0,1,1,1,0,1,1,1,1. Urbana,46.0,0.0,0.0,10,56,0.0,0.0,0.0,6,4,0,0
19839,235.32,230.87,1,0,1,1,1,0,1,1,0,2. Rural,50.0,0.0,0.0,8,29,0.0,0.0,0.0,6,4,1,1
19840,243.98,241.72,0,0,0,1,1,0,1,1,0,1. Urbana,12.0,0.0,0.0,4,22,0.0,0.0,0.0,4,2,0,0
19841,235.49,240.82,1,0,1,1,1,0,1,1,0,2. Rural,30.0,0.0,0.0,6,19,0.0,0.0,0.0,6,4,1,1
19842,226.45,215.9,1,0,0,1,1,0,1,1,0,1. Urbana,123.0,0.0,0.0,11,43,0.0,0.0,0.0,5,3,0,0
19843,207.29,207.43,1,1,1,1,1,0,1,1,0,2. Rural,58.0,0.0,0.0,4,45,0.0,0.0,0.0,7,5,1,1
19844,216.95,218.78,0,0,1,1,1,0,1,1,0,1. Urbana,179.0,0.0,0.0,17,88,0.0,0.0,0.0,5,3,0,0
19845,221.71,228.97,1,0,1,1,1,0,1,1,1,1. Urbana,189.0,0.0,0.0,35,175,0.0,0.0,0.0,6,4,0,0
19846,202.52,211.88,0,0,1,1,1,0,1,1,1,2. Rural,42.0,0.0,0.0,9,39,0.0,0.0,0.0,5,3,1,1
19847,206.77,201.11,1,0,1,1,1,0,1,1,1,1. Urbana,247.0,0.0,0.0,58,147,0.0,0.0,0.0,6,4,0,0
19848,242.71,241.94,1,1,1,1,1,0,1,1,1,1. Urbana,239.0,0.0,0.0,22,93,0.0,0.0,0.0,7,5,0,0
19849,219.84,206.3,1,0,1,1,1,0,1,1,1,2. Rural,43.0,0.0,0.0,9,30,0.0,0.0,0.0,6,4,1,1
19850,205.04,192.91,1,0,1,1,1,0,1,1,1,1. Urbana,151.0,0.0,0.0,17,94,0.0,0.0,0.0,6,4,0,0
19851,238.63,229.12,1,0,1,1,1,0,1,1,1,1. Urbana,123.0,0.0,0.0,16,50,0.0,0.0,0.0,6,4,0,0
19852,225.67,218.57,1,1,1,1,1,0,1,1,1,1. Urbana,197.0,0.0,0.0,28,95,0.0,0.0,0.0,7,5,0,0
19853,220.88,212.72,0,0,1,1,1,0,1,1,1,1. Urbana,90.0,0.0,0.0,10,59,0.0,0.0,0.0,5,3,0,0
19854,205.31,191.69,1,1,1,1,1,0,1,1,1,2. Rural,56.0,0.0,0.0,8,34,0.0,0.0,0.0,7,5,1,1
19855,214.56,210.01,1,0,1,1,1,0,1,1,1,1. Urbana,130.0,0.0,0.0,14,63,0.0,0.0,0.0,6,4,0,0
19856,224.67,227.21,0,0,1,1,1,0,1,1,1,1. Urbana,94.0,0.0,0.0,14,39,0.0,0.0,0.0,5,3,0,0
19857,241.6,229.87,1,0,1,1,1,0,1,1,1,2. Rural,94.0,0.0,0.0,23,80,0.0,0.0,0.0,6,4,1,1
19858,221.24,205.85,1,0,1,1,1,1,1,1,1,2. Rural,49.0,0.0,0.0,10,43,0.0,0.0,0.0,7,4,1,1
19859,208.95,205.76,0,0,1,1,1,0,1,1,0,1. Urbana,151.0,0.0,0.0,17,95,0.0,0.0,0.0,5,3,0,0
19860,223.93,218.96,1,1,1,1,1,1,1,1,1,1. Urbana,239.0,0.0,0.0,26,120,0.0,0.0,0.0,8,5,0,0
19861,225.43,227.8,0,0,1,1,1,0,1,1,1,1. Urbana,121.0,0.0,0.0,11,53,0.0,0.0,0.0,5,3,0,0
19862,217.5,216.79,1,0,1,1,1,0,1,1,1,2. Rural,63.0,0.0,0.0,7,33,0.0,0.0,0.0,6,4,1,1
19863,217.8,206.93,1,0,1,1,1,0,1,1,1,1. Urbana,82.0,0.0,0.0,11,43,0.0,0.0,0.0,6,4,0,0
19864,207.88,196.54,1,1,1,1,1,0,1,1,1,1. Urbana,131.0,0.0,0.0,22,77,0.0,0.0,0.0,7,5,0,0
19865,225.53,221.45,1,1,1,1,1,1,1,1,1,1. Urbana,154.0,0.0,0.0,24,72,0.0,0.0,0.0,8,5,0,0
19866,233.21,217.36,1,0,1,1,1,0,1,1,1,2. Rural,89.0,0.0,0.0,10,43,0.0,0.0,0.0,6,4,1,1
19867,237.09,238.1,1,1,1,1,1,1,1,1,1,1. Urbana,262.0,0.0,0.0,36,107,0.0,0.0,0.0,8,5,0,0
19868,224.49,218.88,1,1,1,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,13,47,0.0,0.0,0.0,7,5,0,0
19869,257.15,246.75,1,0,0,1,1,0,0,1,1,2. Rural,42.0,0.0,0.0,5,29,0.0,0.0,0.0,4,2,1,1
19870,243.86,235.4,0,0,1,1,1,0,1,1,1,1. Urbana,115.0,0.0,0.0,13,74,0.0,0.0,0.0,5,3,0,0
19871,226.08,218.73,1,0,1,1,1,0,1,1,1,1. Urbana,44.0,0.0,0.0,10,43,0.0,0.0,0.0,6,4,0,0
19872,241.06,237.4,1,0,1,1,1,0,1,1,1,1. Urbana,82.0,0.0,0.0,12,70,0.0,0.0,0.0,6,4,0,0
19873,267.25,255.72,1,0,1,1,1,0,1,1,1,1. Urbana,36.0,0.0,0.0,9,45,0.0,0.0,0.0,6,4,0,0
19874,222.19,219.02,1,0,1,1,1,0,1,1,1,1. Urbana,96.0,0.0,0.0,11,60,0.0,0.0,0.0,6,4,0,0
19875,232.2,244.76,1,0,1,1,1,0,1,1,1,1. Urbana,106.0,0.0,0.0,16,72,0.0,0.0,0.0,6,4,0,0
19876,232.43,223.2,1,0,1,1,1,0,1,1,1,1. Urbana,92.0,0.0,0.0,15,95,0.0,0.0,0.0,6,4,0,0
19877,231.49,227.47,1,0,1,1,1,0,1,1,1,1. Urbana,90.0,0.0,0.0,13,59,0.0,0.0,0.0,6,4,0,0
19878,244.25,235.22,1,0,1,1,0,1,1,1,1,1. Urbana,40.0,0.0,0.0,12,55,0.0,0.0,0.0,6,4,0,0
19879,217.7,210.93,1,0,1,1,1,0,1,1,1,1. Urbana,85.0,0.0,0.0,18,108,0.0,0.0,0.0,6,4,0,0
19880,237.61,235.92,0,0,1,1,1,0,1,1,1,1. Urbana,54.0,0.0,0.0,16,70,0.0,0.0,0.0,5,3,0,0
19881,217.81,205.98,1,0,1,1,1,0,1,1,0,2. Rural,43.0,0.0,0.0,13,29,0.0,0.0,0.0,6,4,1,1
19882,204.3,215.88,1,0,1,1,1,0,1,1,1,1. Urbana,48.0,0.0,0.0,10,46,0.0,0.0,0.0,6,4,0,0
19883,196.98,195.75,1,0,1,1,1,0,1,1,1,1. Urbana,48.0,0.0,0.0,10,50,0.0,0.0,0.0,6,4,0,0
19884,267.67,253.3,1,1,1,1,1,0,1,1,0,1. Urbana,196.0,0.0,0.0,10,62,0.0,0.0,0.0,7,5,0,0
19885,257.97,238.54,0,0,1,1,1,0,1,1,0,1. Urbana,42.0,0.0,0.0,7,38,0.0,0.0,0.0,5,3,0,0
19886,220.69,222.07,1,0,1,1,1,1,1,1,0,1. Urbana,16.0,0.0,0.0,12,39,0.0,0.0,0.0,7,4,0,0
19887,229.45,223.78,1,0,0,1,1,0,1,1,1,1. Urbana,132.0,0.0,0.0,11,50,0.0,0.0,0.0,5,3,0,0
19888,198.98,206.24,0,0,0,1,0,0,1,1,0,1. Urbana,14.0,0.0,0.0,5,24,0.0,0.0,0.0,3,2,0,0
19889,199.21,192.81,1,0,0,1,1,1,1,1,0,1. Urbana,32.0,0.0,0.0,12,45,0.0,0.0,0.0,6,3,0,0
19890,216.58,217.08,1,0,1,1,1,0,1,1,0,2. Rural,25.0,0.0,0.0,6,18,0.0,0.0,0.0,6,4,1,1
19891,228.66,220.44,1,0,0,1,1,0,1,1,1,1. Urbana,66.0,0.0,0.0,9,43,0.0,0.0,0.0,5,3,0,0
19892,236.19,240.79,0,0,1,1,1,0,1,1,1,1. Urbana,99.0,0.0,0.0,15,71,0.0,0.0,0.0,5,3,0,0
19893,233.92,222.19,1,0,1,1,1,0,1,1,1,1. Urbana,120.0,0.0,0.0,19,84,0.0,0.0,0.0,6,4,0,0
19894,231.03,232.34,1,0,1,1,1,0,1,1,1,1. Urbana,95.0,0.0,0.0,10,56,0.0,0.0,0.0,6,4,0,0
19895,224.69,222.37,1,0,1,1,1,0,1,1,0,1. Urbana,82.0,0.0,0.0,11,43,0.0,0.0,0.0,6,4,0,0
19896,209.67,214.95,1,0,1,1,1,0,1,1,0,1. Urbana,143.0,0.0,0.0,14,90,0.0,0.0,0.0,6,4,0,0
19897,196.48,219.02,1,0,1,1,1,0,1,1,0,1. Urbana,76.0,0.0,0.0,7,36,0.0,0.0,0.0,6,4,0,0
19898,232.72,229.21,1,0,1,1,1,0,1,1,0,1. Urbana,51.0,0.0,0.0,11,73,0.0,0.0,0.0,6,4,0,0
19899,264.45,250.1,1,0,1,1,1,0,1,1,0,1. Urbana,111.0,0.0,0.0,9,52,0.0,0.0,0.0,6,4,0,0
19900,234.81,226.33,1,0,1,1,1,0,1,1,0,1. Urbana,111.0,0.0,0.0,3,75,0.0,0.0,0.0,6,4,0,0
19901,242.55,238.41,1,0,1,1,1,0,1,1,0,1. Urbana,51.0,0.0,0.0,10,59,0.0,0.0,0.0,6,4,0,0
19902,255.43,247.13,1,1,1,1,1,0,1,1,0,1. Urbana,100.0,0.0,0.0,23,136,0.0,0.0,0.0,7,5,0,0
19903,233.95,231.79,1,0,1,1,1,0,1,1,0,1. Urbana,114.0,0.0,0.0,13,82,0.0,0.0,0.0,6,4,0,0
19904,235.26,213.96,1,0,1,0,1,0,1,1,1,1. Urbana,57.0,0.0,0.0,11,44,0.0,0.0,0.0,5,3,0,0
19905,250.08,240.92,1,0,0,1,1,0,1,1,1,1. Urbana,21.0,0.0,0.0,7,34,0.0,0.0,0.0,5,3,0,0
19906,203.55,204.26,1,0,1,1,1,0,1,1,1,1. Urbana,72.0,0.0,0.0,12,75,0.0,0.0,0.0,6,4,0,0
19907,239.67,242.19,1,0,1,1,1,0,1,1,0,1. Urbana,156.0,0.0,0.0,14,76,0.0,0.0,0.0,6,4,0,0
19908,235.01,226.33,1,0,1,1,1,0,1,1,0,1. Urbana,212.0,0.0,0.0,22,97,0.0,0.0,0.0,6,4,0,0
19909,222.11,214.55,1,0,1,1,1,0,1,1,0,1. Urbana,105.0,0.0,0.0,17,86,0.0,0.0,0.0,6,4,0,0
19910,226.85,221.62,1,0,1,1,1,0,1,1,0,1. Urbana,112.0,0.0,0.0,11,56,0.0,0.0,0.0,6,4,0,0
19911,243.58,239.97,1,0,0,1,1,0,1,1,1,1. Urbana,43.0,0.0,0.0,12,66,0.0,0.0,0.0,5,3,0,0
19912,223.83,232.0,1,1,1,1,1,1,1,1,1,1. Urbana,69.0,0.0,0.0,12,55,0.0,0.0,0.0,8,5,0,0
19913,227.16,228.67,1,0,1,1,1,0,1,1,1,1. Urbana,28.0,0.0,0.0,12,45,0.0,0.0,0.0,6,4,0,0
19914,238.16,233.07,1,0,1,1,1,0,1,1,1,1. Urbana,90.0,0.0,0.0,13,54,0.0,0.0,0.0,6,4,0,0
19915,223.55,218.63,1,0,0,1,1,0,1,1,1,1. Urbana,84.0,0.0,0.0,10,51,0.0,0.0,0.0,5,3,0,0
19916,251.04,251.59,1,0,1,1,1,0,1,1,0,1. Urbana,56.0,0.0,0.0,14,57,0.0,0.0,0.0,6,4,0,0
19917,232.16,227.17,1,0,0,1,1,0,1,1,1,1. Urbana,16.0,0.0,0.0,5,25,0.0,0.0,0.0,5,3,0,0
19918,223.36,217.48,1,0,1,1,1,0,1,1,1,1. Urbana,102.0,0.0,0.0,13,67,0.0,0.0,0.0,6,4,0,0
19919,238.43,239.15,1,0,1,1,1,0,1,1,0,1. Urbana,77.0,0.0,0.0,22,121,0.0,0.0,0.0,6,4,0,0
19920,240.91,234.56,1,1,0,1,1,1,1,1,0,1. Urbana,135.0,0.0,0.0,13,63,0.0,0.0,0.0,7,4,0,0
19921,257.95,254.32,1,1,1,1,1,0,1,1,0,1. Urbana,176.0,0.0,0.0,22,137,0.0,0.0,0.0,7,5,0,0
19922,235.47,232.8,1,1,1,1,1,0,1,1,0,1. Urbana,94.0,0.0,0.0,16,73,0.0,0.0,0.0,7,5,0,0
19923,216.16,211.84,1,0,1,1,1,0,1,1,1,1. Urbana,115.0,0.0,0.0,13,87,0.0,0.0,0.0,6,4,0,0
19924,237.37,235.02,1,0,1,1,1,0,1,1,1,1. Urbana,98.0,0.0,0.0,12,62,0.0,0.0,0.0,6,4,0,0
19925,219.33,224.48,1,0,1,1,1,0,1,1,1,1. Urbana,86.0,0.0,0.0,8,73,0.0,0.0,0.0,6,4,0,0
19926,249.57,244.62,1,0,1,1,1,0,1,1,0,1. Urbana,123.0,0.0,0.0,12,60,0.0,0.0,0.0,6,4,0,0
19927,213.84,201.68,1,0,1,1,1,0,1,1,1,1. Urbana,72.0,0.0,0.0,15,54,0.0,0.0,0.0,6,4,0,0
19928,249.65,239.8,1,0,1,1,1,0,1,1,0,1. Urbana,121.0,0.0,0.0,11,56,0.0,0.0,0.0,6,4,0,0
19929,248.95,247.12,1,0,1,1,1,0,1,1,0,1. Urbana,88.0,0.0,0.0,11,48,0.0,0.0,0.0,6,4,0,0
19930,248.02,245.89,1,0,0,1,1,0,1,1,0,1. Urbana,38.0,0.0,0.0,10,44,0.0,0.0,0.0,5,3,0,0
19931,214.93,209.34,1,0,1,1,1,0,1,1,0,1. Urbana,104.0,0.0,0.0,13,64,0.0,0.0,0.0,6,4,0,0
19932,230.32,230.88,1,0,1,1,1,0,1,1,0,1. Urbana,101.0,0.0,0.0,16,97,0.0,0.0,0.0,6,4,0,0
19933,242.46,238.32,1,0,1,1,1,0,1,1,1,1. Urbana,20.0,0.0,0.0,6,37,0.0,0.0,0.0,6,4,0,0
19934,211.2,223.46,1,0,1,1,1,0,1,1,0,1. Urbana,98.0,0.0,0.0,18,120,0.0,0.0,0.0,6,4,0,0
19935,238.33,234.18,1,0,1,1,1,0,1,1,1,1. Urbana,20.0,0.0,0.0,6,36,0.0,0.0,0.0,6,4,0,0
19936,242.16,257.2,1,1,1,1,1,0,1,1,0,1. Urbana,218.0,0.0,0.0,15,81,0.0,0.0,0.0,7,5,0,0
19937,211.65,208.61,1,0,1,1,1,0,1,1,0,1. Urbana,141.0,0.0,0.0,16,85,0.0,0.0,0.0,6,4,0,0
19938,244.09,236.34,1,0,1,1,1,0,1,1,0,1. Urbana,108.0,0.0,0.0,13,64,0.0,0.0,0.0,6,4,0,0
19939,237.31,220.35,1,0,0,1,1,0,1,1,1,2. Rural,45.0,0.0,0.0,7,37,0.0,0.0,0.0,5,3,1,1
19940,210.16,204.13,1,0,1,1,1,0,1,1,1,1. Urbana,68.0,0.0,0.0,12,37,0.0,0.0,0.0,6,4,0,0
19941,233.14,238.05,1,0,0,1,0,0,1,1,0,2. Rural,15.0,0.0,0.0,6,15,0.0,0.0,0.0,4,3,1,1
19942,223.83,203.41,0,0,1,1,1,0,1,1,0,2. Rural,52.0,0.0,0.0,6,29,0.0,0.0,0.0,5,3,1,1
19943,206.62,204.15,0,0,1,1,0,0,0,1,0,2. Rural,3.0,0.0,0.0,4,10,0.0,0.0,0.0,3,2,1,1
19944,262.8,246.16,1,0,1,1,1,0,1,1,0,2. Rural,59.0,0.0,0.0,11,24,0.0,0.0,0.0,6,4,1,1
19945,203.84,204.98,0,0,0,1,0,1,1,1,0,1. Urbana,16.0,0.0,0.0,3,33,0.0,0.0,0.0,4,2,0,0
19946,207.7,202.27,1,0,0,1,1,1,1,1,1,1. Urbana,44.0,0.0,0.0,12,67,0.0,0.0,0.0,6,3,0,0
19947,233.89,228.69,1,0,1,1,0,1,1,1,1,1. Urbana,23.0,0.0,0.0,6,48,0.0,0.0,0.0,6,4,0,0
19948,228.36,219.53,1,0,1,1,1,0,1,1,1,2. Rural,67.0,0.0,0.0,9,32,0.0,0.0,0.0,6,4,1,1
19949,225.12,223.73,1,1,1,1,1,0,1,1,1,1. Urbana,53.0,0.0,0.0,12,104,0.0,0.0,0.0,7,5,0,0
19950,245.83,240.9,1,0,1,1,1,0,1,1,1,1. Urbana,87.0,0.0,0.0,13,85,0.0,0.0,0.0,6,4,0,0
19951,220.89,227.41,1,0,1,1,1,0,1,1,0,1. Urbana,98.0,0.0,0.0,15,66,0.0,0.0,0.0,6,4,0,0
19952,228.07,223.8,1,0,1,1,1,0,1,1,0,1. Urbana,70.0,0.0,0.0,8,50,0.0,0.0,0.0,6,4,0,0
19953,227.85,226.76,1,0,1,1,1,0,1,1,0,1. Urbana,119.0,0.0,0.0,15,84,0.0,0.0,0.0,6,4,0,0
19954,199.38,206.6,1,0,1,1,1,1,1,1,1,2. Rural,244.0,0.0,0.0,20,111,0.0,0.0,0.0,7,4,1,1
19955,224.63,202.72,1,0,1,1,1,1,1,1,0,2. Rural,62.0,0.0,0.0,11,40,0.0,0.0,0.0,7,4,1,1
19956,197.14,195.01,1,0,1,1,1,0,1,1,1,2. Rural,225.0,0.0,0.0,2,85,0.0,0.0,0.0,6,4,1,1
