,final_mat,final_pt,in_laboratorio_informatica,in_laboratorio_ciencias,in_quadra_esportes,in_cozinha,in_biblioteca,in_sala_leitura,in_internet,in_alimentacao,tp_atividade_complementar,tp_localizacao,num_proffundamental,num_matri_fund_total_geral,num_turmas_fund_total_geral,nu_salas_utilizadas,nu_funcionarios,num_matri_fund_5a8,rural
2182,250.37,255.82,0,0,1,1,1,0,1,1,1,1. Urbana,119.0,0.0,0.0,19,43,0.0,0
2183,291.22,280.25,1,0,1,1,1,0,1,1,0,1. Urbana,38.0,0.0,0.0,7,36,0.0,0
2184,263.23,253.16,0,1,1,1,0,0,1,1,1,1. Urbana,61.0,0.0,0.0,7,26,0.0,0
2185,224.73,229.79,0,0,1,1,1,0,1,1,1,1. Urbana,71.0,0.0,0.0,8,31,0.0,0
2186,243.98,246.35,1,0,1,1,1,0,1,1,1,1. Urbana,66.0,0.0,0.0,8,35,0.0,0
2187,289.61,267.32,0,0,1,1,1,0,1,1,1,1. Urbana,116.0,0.0,0.0,20,65,0.0,0
2188,253.25,249.66,1,0,0,1,1,0,1,1,1,1. Urbana,125.0,0.0,0.0,9,40,0.0,0
2189,248.35,251.38,1,0,1,1,1,0,1,1,1,1. Urbana,139.0,0.0,0.0,11,65,0.0,0
2190,260.88,258.19,1,0,0,1,1,0,1,1,1,1. Urbana,41.0,0.0,0.0,7,28,0.0,0
2191,238.83,244.21,1,0,1,1,1,0,1,1,1,1. Urbana,52.0,0.0,0.0,13,53,0.0,0
2192,221.6,223.5,0,0,0,1,0,0,0,1,0,2. Rural,26.0,0.0,0.0,10,18,0.0,1
2193,245.35,252.17,0,0,0,1,0,0,0,1,0,2. Rural,34.0,0.0,0.0,12,42,0.0,1
2194,233.03,239.63,0,0,1,1,1,0,1,1,1,1. Urbana,51.0,0.0,0.0,9,36,0.0,0
2195,267.62,258.01,0,0,0,1,0,0,1,1,1,1. Urbana,54.0,0.0,0.0,11,47,0.0,0
2196,253.79,251.52,0,0,0,1,1,0,1,1,1,1. Urbana,93.0,0.0,0.0,8,30,0.0,0
2197,260.49,235.46,0,0,1,1,1,0,1,1,0,1. Urbana,20.0,0.0,0.0,7,32,0.0,0
2198,247.94,244.25,1,0,1,1,1,0,0,1,1,1. Urbana,35.0,0.0,0.0,9,35,0.0,0
2199,274.72,281.98,1,0,1,1,1,0,1,1,1,1. Urbana,86.0,0.0,0.0,16,63,0.0,0
2200,294.33,280.6,1,0,0,1,0,0,1,1,1,1. Urbana,49.0,0.0,0.0,11,39,0.0,0
2201,268.02,264.09,1,0,0,1,1,0,1,1,1,1. Urbana,35.0,0.0,0.0,9,29,0.0,0
2202,273.57,264.25,1,0,1,1,1,0,1,1,1,1. Urbana,81.0,0.0,0.0,9,46,0.0,0
2203,259.62,269.68,0,0,1,1,1,0,1,1,1,1. Urbana,51.0,0.0,0.0,7,31,0.0,0
2204,228.0,229.45,1,1,1,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,10,42,0.0,0
2205,231.96,237.1,1,1,1,1,1,0,1,1,1,1. Urbana,91.0,0.0,0.0,15,54,0.0,0
2206,237.04,244.51,1,0,1,1,1,0,1,1,1,1. Urbana,46.0,0.0,0.0,5,28,0.0,0
2207,259.56,266.05,1,0,1,1,1,0,1,1,1,1. Urbana,76.0,0.0,0.0,10,48,0.0,0
2208,260.35,255.18,1,0,1,1,1,0,1,1,1,1. Urbana,95.0,0.0,0.0,10,42,0.0,0
2209,248.07,250.86,0,0,1,1,0,0,1,1,1,1. Urbana,53.0,0.0,0.0,7,54,0.0,0
2210,251.06,254.75,1,0,1,1,1,0,1,1,1,1. Urbana,98.0,0.0,0.0,12,66,0.0,0
2211,244.21,253.82,1,0,1,1,1,0,1,1,0,1. Urbana,67.0,0.0,0.0,7,33,0.0,0
2212,247.55,250.68,1,0,1,1,1,0,1,1,0,1. Urbana,96.0,0.0,0.0,9,36,0.0,0
2213,288.76,279.86,1,1,1,1,1,1,1,1,0,1. Urbana,195.0,0.0,0.0,20,75,0.0,0
2214,260.39,251.57,1,0,1,1,1,0,1,1,1,1. Urbana,34.0,0.0,0.0,7,28,0.0,0
2215,250.95,247.59,1,0,0,1,1,0,1,1,0,1. Urbana,144.0,0.0,0.0,13,68,0.0,0
2216,253.38,271.77,0,0,1,1,1,0,1,1,0,1. Urbana,65.0,0.0,0.0,9,47,0.0,0
2217,262.82,261.03,1,0,1,1,1,0,1,1,1,1. Urbana,62.0,0.0,0.0,14,56,0.0,0
2218,228.11,229.15,1,0,0,1,0,0,1,1,0,2. Rural,22.0,0.0,0.0,10,28,0.0,1
2219,264.89,272.17,1,0,1,1,1,0,1,1,1,1. Urbana,32.0,0.0,0.0,7,28,0.0,0
2220,269.48,264.28,1,0,1,1,1,0,1,1,1,1. Urbana,30.0,0.0,0.0,7,26,0.0,0
2221,272.62,265.67,0,0,1,1,1,0,1,1,1,1. Urbana,71.0,0.0,0.0,13,48,0.0,0
2222,259.44,268.54,1,0,1,1,1,0,1,1,1,1. Urbana,57.0,0.0,0.0,7,29,0.0,0
2223,263.17,272.13,1,0,0,1,1,1,1,1,1,1. Urbana,88.0,0.0,0.0,9,26,0.0,0
2224,258.42,265.95,0,1,1,1,1,0,1,1,1,1. Urbana,44.0,0.0,0.0,8,34,0.0,0
2225,251.53,244.7,1,0,1,1,1,0,1,1,1,1. Urbana,107.0,0.0,0.0,12,78,0.0,0
2226,257.24,262.64,1,0,1,1,1,0,1,1,0,1. Urbana,102.0,0.0,0.0,13,53,0.0,0
2227,269.42,270.89,1,0,1,1,1,0,1,1,1,1. Urbana,53.0,0.0,0.0,13,51,0.0,0
2228,284.9,295.73,1,0,1,1,1,0,1,1,0,1. Urbana,127.0,0.0,0.0,14,42,0.0,0
2229,288.4,295.81,1,0,1,1,1,0,1,1,1,1. Urbana,182.0,0.0,0.0,2,64,0.0,0
2230,247.91,254.84,1,0,1,1,1,0,1,1,1,1. Urbana,56.0,0.0,0.0,5,46,0.0,0
2231,266.57,278.15,1,0,1,1,1,0,1,1,1,1. Urbana,136.0,0.0,0.0,16,58,0.0,0
2232,253.61,256.2,1,0,0,1,1,0,1,1,1,1. Urbana,46.0,0.0,0.0,6,24,0.0,0
2233,245.98,241.42,1,0,1,1,1,0,1,1,1,1. Urbana,76.0,0.0,0.0,5,37,0.0,0
2234,254.89,260.78,1,0,1,1,1,0,1,1,1,1. Urbana,102.0,0.0,0.0,12,50,0.0,0
2235,246.66,259.4,1,0,1,1,0,0,1,1,1,1. Urbana,79.0,0.0,0.0,8,64,0.0,0
2236,270.37,258.47,1,0,1,1,0,0,1,1,1,2. Rural,35.0,0.0,0.0,7,24,0.0,1
2237,261.82,262.48,1,0,0,1,0,0,1,1,1,1. Urbana,66.0,0.0,0.0,2,46,0.0,0
2238,289.51,290.73,1,0,1,1,1,0,1,1,1,1. Urbana,169.0,0.0,0.0,12,55,0.0,0
2239,269.56,264.29,1,0,1,1,1,0,1,1,1,1. Urbana,101.0,0.0,0.0,6,38,0.0,0
2240,252.94,242.49,1,0,0,1,0,0,1,1,0,1. Urbana,12.0,0.0,0.0,9,16,0.0,0
2241,224.99,219.34,1,0,0,1,1,0,1,1,1,2. Rural,24.0,0.0,0.0,6,32,0.0,1
2242,251.52,245.89,1,0,1,1,0,0,1,1,1,1. Urbana,52.0,0.0,0.0,5,23,0.0,0
2243,273.29,263.93,1,1,1,1,1,0,1,1,0,1. Urbana,65.0,0.0,0.0,14,49,0.0,0
2244,240.89,242.18,1,0,1,1,1,0,1,1,1,1. Urbana,82.0,0.0,0.0,9,48,0.0,0
2245,214.46,208.13,1,0,0,1,1,0,0,1,1,2. Rural,17.0,0.0,0.0,9,21,0.0,1
2246,223.66,229.93,1,0,1,1,1,0,1,1,1,1. Urbana,52.0,0.0,0.0,8,44,0.0,0
2247,268.95,259.59,1,0,1,1,1,0,1,1,0,1. Urbana,120.0,0.0,0.0,11,46,0.0,0
2248,254.22,257.74,1,1,1,1,1,0,1,1,1,1. Urbana,84.0,0.0,0.0,16,84,0.0,0
2249,240.86,230.53,1,0,1,1,1,1,1,1,1,2. Rural,35.0,0.0,0.0,7,39,0.0,1
2250,258.76,256.14,0,0,0,1,1,0,1,1,1,1. Urbana,70.0,0.0,0.0,6,37,0.0,0
2251,246.35,247.17,0,0,1,1,1,0,1,1,1,1. Urbana,70.0,0.0,0.0,11,46,0.0,0
2252,265.47,252.96,1,0,1,1,1,0,1,1,1,1. Urbana,93.0,0.0,0.0,8,40,0.0,0
2253,272.98,254.96,1,0,1,1,1,0,1,1,1,1. Urbana,66.0,0.0,0.0,9,52,0.0,0
2254,229.65,219.33,1,0,1,1,0,1,1,1,1,1. Urbana,27.0,0.0,0.0,8,28,0.0,0
2255,275.08,258.32,1,1,1,1,1,0,1,1,1,1. Urbana,71.0,0.0,0.0,14,54,0.0,0
2256,253.96,254.27,1,0,1,1,1,0,1,1,1,1. Urbana,42.0,0.0,0.0,7,54,0.0,0
2257,228.14,221.22,1,0,1,1,1,0,1,1,1,1. Urbana,53.0,0.0,0.0,9,40,0.0,0
2258,269.62,271.3,1,0,0,1,1,0,1,1,1,2. Rural,27.0,0.0,0.0,5,23,0.0,1
2259,245.38,218.96,0,0,0,1,0,0,0,1,1,2. Rural,21.0,0.0,0.0,7,27,0.0,1
2260,238.87,238.75,0,0,1,1,1,0,1,1,1,1. Urbana,80.0,0.0,0.0,11,41,0.0,0
2261,228.53,229.06,1,0,1,1,1,0,1,1,0,1. Urbana,84.0,0.0,0.0,9,44,0.0,0
2262,270.37,257.28,1,0,1,1,1,0,1,1,1,1. Urbana,96.0,0.0,0.0,11,46,0.0,0
2263,272.59,277.23,1,0,1,1,1,0,1,1,1,1. Urbana,165.0,0.0,0.0,1,65,0.0,0
2264,219.66,228.02,1,0,1,1,1,0,1,1,1,1. Urbana,18.0,0.0,0.0,12,64,0.0,0
2265,256.07,262.51,1,0,1,1,1,0,1,1,1,1. Urbana,45.0,0.0,0.0,12,80,0.0,0
2266,244.56,246.48,1,0,1,1,1,0,1,1,1,1. Urbana,53.0,0.0,0.0,14,54,0.0,0
2267,249.18,254.09,1,0,1,1,1,0,1,1,1,1. Urbana,147.0,0.0,0.0,16,98,0.0,0
2268,257.36,253.88,0,0,1,1,1,0,1,1,1,1. Urbana,58.0,0.0,0.0,15,116,0.0,0
2269,238.57,237.81,1,0,1,1,1,0,1,1,1,1. Urbana,82.0,0.0,0.0,9,48,0.0,0
2270,280.56,287.05,0,0,1,1,1,0,1,1,0,2. Rural,50.0,0.0,0.0,12,34,0.0,1
2271,244.91,240.57,0,0,1,1,1,0,1,1,0,2. Rural,63.0,0.0,0.0,11,41,0.0,1
2272,252.46,251.23,0,0,1,1,1,0,1,1,1,1. Urbana,75.0,0.0,0.0,11,45,0.0,0
2273,297.57,292.47,0,0,1,1,1,0,1,1,1,1. Urbana,102.0,0.0,0.0,7,41,0.0,0
2274,297.11,289.66,1,0,1,1,1,0,1,1,0,1. Urbana,158.0,0.0,0.0,13,55,0.0,0
2275,262.5,272.69,1,0,1,1,1,0,1,1,1,1. Urbana,112.0,0.0,0.0,14,65,0.0,0
2276,282.2,272.16,0,0,1,1,1,0,1,1,0,2. Rural,51.0,0.0,0.0,11,35,0.0,1
2277,253.98,256.41,0,0,1,1,1,0,1,1,1,2. Rural,34.0,0.0,0.0,10,56,0.0,1
2278,282.42,278.23,1,0,1,1,1,0,1,1,0,1. Urbana,232.0,0.0,0.0,18,62,0.0,0
2279,261.98,264.6,1,0,1,1,1,0,1,1,0,2. Rural,58.0,0.0,0.0,11,45,0.0,1
2280,224.72,229.6,1,1,1,1,1,0,1,1,0,1. Urbana,134.0,0.0,0.0,15,56,0.0,0
2281,206.33,228.79,0,0,0,1,0,0,0,1,1,2. Rural,22.0,0.0,0.0,1,18,0.0,1
2282,227.24,228.49,1,0,1,1,1,0,1,1,1,1. Urbana,18.0,0.0,0.0,6,24,0.0,0
2283,252.3,244.42,1,0,1,1,1,0,1,1,1,1. Urbana,82.0,0.0,0.0,11,76,0.0,0
2284,230.59,228.06,1,0,1,1,1,0,1,1,1,1. Urbana,106.0,0.0,0.0,9,50,0.0,0
2285,216.13,211.28,1,0,1,1,1,1,1,1,1,2. Rural,47.0,0.0,0.0,8,37,0.0,1
2286,227.82,222.32,0,0,0,1,1,1,1,1,1,2. Rural,27.0,0.0,0.0,6,31,0.0,1
2287,255.24,258.51,1,0,1,1,0,0,1,1,1,1. Urbana,100.0,0.0,0.0,22,66,0.0,0
2288,223.43,234.23,1,0,0,1,1,0,1,1,1,2. Rural,50.0,0.0,0.0,20,43,0.0,1
2289,207.46,202.03,1,0,0,1,0,0,1,1,1,2. Rural,27.0,0.0,0.0,10,28,0.0,1
2290,286.71,277.61,1,1,1,1,1,0,1,1,1,1. Urbana,78.0,0.0,0.0,12,50,0.0,0
2291,218.09,212.05,1,0,1,1,1,0,1,1,1,1. Urbana,57.0,0.0,0.0,6,33,0.0,0
2292,235.05,223.39,1,0,0,1,1,0,1,1,1,1. Urbana,116.0,0.0,0.0,11,39,0.0,0
2293,252.71,232.97,0,0,1,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,8,46,0.0,0
2294,222.8,208.29,1,0,0,1,1,0,1,1,1,1. Urbana,68.0,0.0,0.0,6,25,0.0,0
2295,218.91,220.28,0,0,1,1,1,0,1,1,1,1. Urbana,91.0,0.0,0.0,8,45,0.0,0
2296,251.04,253.31,1,1,1,1,1,0,1,1,1,1. Urbana,48.0,0.0,0.0,9,41,0.0,0
2297,245.65,241.41,0,0,1,1,1,1,1,1,0,1. Urbana,70.0,0.0,0.0,8,39,0.0,0
2298,219.71,199.58,0,0,0,1,1,0,1,1,1,2. Rural,29.0,0.0,0.0,7,26,0.0,1
2299,231.72,230.45,1,0,1,1,1,0,1,1,1,1. Urbana,28.0,0.0,0.0,7,25,0.0,0
2300,253.72,241.18,1,0,1,1,1,0,1,1,1,1. Urbana,25.0,0.0,0.0,6,28,0.0,0
2301,251.73,231.83,0,0,1,1,1,0,1,1,1,1. Urbana,68.0,0.0,0.0,4,37,0.0,0
2302,249.7,239.05,1,0,1,1,1,0,1,1,1,1. Urbana,100.0,0.0,0.0,12,46,0.0,0
2303,230.22,245.35,1,1,1,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,14,42,0.0,0
2304,252.99,254.81,1,0,1,1,1,0,1,1,1,1. Urbana,51.0,0.0,0.0,11,56,0.0,0
2305,237.55,236.65,1,0,1,1,0,1,1,1,1,2. Rural,47.0,0.0,0.0,10,31,0.0,1
2306,254.63,263.65,1,0,1,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,6,59,0.0,0
2307,256.73,244.81,1,0,0,1,0,1,1,1,1,1. Urbana,31.0,0.0,0.0,12,23,0.0,0
2308,264.72,261.15,1,0,1,1,1,0,1,1,1,1. Urbana,94.0,0.0,0.0,10,39,0.0,0
2309,264.63,260.92,1,0,1,1,1,0,1,1,1,1. Urbana,74.0,0.0,0.0,10,38,0.0,0
2310,258.71,265.44,0,0,1,1,1,0,1,1,1,1. Urbana,108.0,0.0,0.0,12,35,0.0,0
2311,235.52,248.01,1,0,1,1,1,0,1,1,1,1. Urbana,94.0,0.0,0.0,8,47,0.0,0
2312,276.9,276.97,1,1,1,1,1,0,1,1,1,1. Urbana,232.0,0.0,0.0,27,87,0.0,0
2313,252.12,253.37,1,0,1,1,0,1,1,1,1,1. Urbana,76.0,0.0,0.0,7,49,0.0,0
2314,226.84,237.01,1,0,1,1,1,0,1,1,1,1. Urbana,61.0,0.0,0.0,10,54,0.0,0
2315,242.29,233.11,1,0,1,1,1,0,1,1,1,2. Rural,18.0,0.0,0.0,6,19,0.0,1
2316,264.66,261.6,1,1,1,1,0,1,1,1,1,2. Rural,37.0,0.0,0.0,9,20,0.0,1
2317,236.51,249.02,1,0,1,1,1,0,1,1,1,1. Urbana,114.0,0.0,0.0,12,52,0.0,0
2318,277.24,271.08,0,0,1,1,1,0,1,1,1,1. Urbana,46.0,0.0,0.0,8,40,0.0,0
2319,273.13,266.99,1,1,1,1,1,0,1,1,1,1. Urbana,55.0,0.0,0.0,13,30,0.0,0
2320,252.57,238.83,1,0,0,1,0,0,1,1,0,1. Urbana,69.0,0.0,0.0,8,32,0.0,0
2321,250.04,236.95,1,0,1,1,1,0,1,1,1,1. Urbana,125.0,0.0,0.0,12,51,0.0,0
2322,246.93,230.95,0,0,1,1,0,1,1,1,1,2. Rural,31.0,0.0,0.0,12,30,0.0,1
2323,221.92,218.81,0,0,1,1,0,0,0,1,1,2. Rural,21.0,0.0,0.0,4,26,0.0,1
2324,267.53,272.62,1,1,1,1,1,0,1,1,0,1. Urbana,39.0,0.0,0.0,10,45,0.0,0
2325,265.5,251.3,1,0,1,1,1,0,1,1,1,1. Urbana,75.0,0.0,0.0,9,46,0.0,0
2326,219.86,237.76,0,0,1,1,0,1,1,1,1,2. Rural,39.0,0.0,0.0,6,25,0.0,1
2327,206.99,219.39,1,0,0,1,0,1,1,1,0,2. Rural,29.0,0.0,0.0,9,30,0.0,1
2328,243.43,252.7,1,0,1,1,1,0,1,1,1,1. Urbana,45.0,0.0,0.0,9,44,0.0,0
2329,281.63,290.61,1,0,0,1,1,0,1,1,1,1. Urbana,73.0,0.0,0.0,7,33,0.0,0
2330,259.2,264.72,1,0,1,1,1,0,1,1,1,1. Urbana,81.0,0.0,0.0,15,47,0.0,0
2331,245.78,262.45,1,0,0,1,0,1,1,1,0,1. Urbana,51.0,0.0,0.0,10,22,0.0,0
2332,254.91,270.1,1,0,1,1,1,0,1,1,1,1. Urbana,77.0,0.0,0.0,12,53,0.0,0
2333,251.13,263.2,1,0,0,1,0,1,1,1,1,1. Urbana,56.0,0.0,0.0,12,55,0.0,0
2334,257.68,260.6,1,0,1,1,1,0,1,1,1,1. Urbana,47.0,0.0,0.0,3,32,0.0,0
2335,247.87,249.59,1,0,1,1,1,0,1,1,1,1. Urbana,122.0,0.0,0.0,12,69,0.0,0
2336,276.14,271.09,1,0,1,1,1,0,1,1,1,1. Urbana,169.0,0.0,0.0,13,68,0.0,0
2337,210.97,219.71,0,0,0,1,0,0,0,1,0,2. Rural,21.0,0.0,0.0,5,20,0.0,1
2338,297.52,299.39,1,0,1,1,1,0,1,1,1,1. Urbana,120.0,0.0,0.0,12,57,0.0,0
2339,281.8,280.49,1,0,1,1,1,0,1,1,1,1. Urbana,116.0,0.0,0.0,11,81,0.0,0
2340,266.4,249.93,0,0,1,1,0,1,1,1,1,2. Rural,27.0,0.0,0.0,5,26,0.0,1
2341,274.64,269.44,0,0,1,1,0,0,1,1,0,1. Urbana,91.0,0.0,0.0,18,70,0.0,0
2342,259.22,267.78,0,0,1,1,1,0,1,1,1,1. Urbana,116.0,0.0,0.0,18,97,0.0,0
2343,254.11,256.35,1,0,1,1,1,0,1,1,0,1. Urbana,57.0,0.0,0.0,11,55,0.0,0
2344,326.58,310.82,1,0,1,1,1,0,1,1,0,1. Urbana,179.0,0.0,0.0,15,58,0.0,0
2345,228.39,235.41,0,0,1,1,1,1,1,1,1,2. Rural,25.0,0.0,0.0,7,25,0.0,1
2346,248.59,253.53,0,0,1,1,1,0,1,1,0,1. Urbana,31.0,0.0,0.0,7,39,0.0,0
2347,237.8,225.73,0,0,1,1,0,0,1,1,1,2. Rural,34.0,0.0,0.0,4,30,0.0,1
2348,261.04,246.73,1,0,0,1,1,0,1,1,1,1. Urbana,55.0,0.0,0.0,2,27,0.0,0
2349,260.46,258.43,0,0,1,1,1,0,0,1,0,2. Rural,21.0,0.0,0.0,7,20,0.0,1
2350,243.63,255.8,1,0,1,1,1,0,1,1,0,1. Urbana,36.0,0.0,0.0,6,22,0.0,0
2351,235.82,233.28,1,1,1,1,1,1,1,1,0,2. Rural,45.0,0.0,0.0,7,46,0.0,1
2352,248.8,249.55,1,0,0,1,1,0,1,1,0,1. Urbana,86.0,0.0,0.0,12,51,0.0,0
2353,271.1,279.22,1,0,0,1,1,0,1,1,1,1. Urbana,131.0,0.0,0.0,11,39,0.0,0
2354,238.92,226.76,1,0,1,1,1,0,1,1,1,1. Urbana,25.0,0.0,0.0,6,20,0.0,0
2355,317.03,308.44,0,0,1,1,1,0,1,1,1,1. Urbana,122.0,0.0,0.0,13,70,0.0,0
2356,234.29,236.74,0,0,0,1,0,0,1,1,0,2. Rural,40.0,0.0,0.0,11,57,0.0,1
2357,261.67,249.16,1,0,0,1,1,0,1,1,1,1. Urbana,114.0,0.0,0.0,38,104,0.0,0
2358,275.43,264.5,0,0,1,1,1,0,1,1,0,1. Urbana,124.0,0.0,0.0,8,33,0.0,0
2359,220.21,204.06,0,0,0,1,0,1,0,1,1,2. Rural,28.0,0.0,0.0,6,25,0.0,1
2360,245.07,224.82,0,0,1,1,0,1,1,1,0,2. Rural,7.0,0.0,0.0,5,43,0.0,1
2361,312.52,304.11,1,0,1,1,1,0,1,1,0,1. Urbana,126.0,0.0,0.0,17,56,0.0,0
2362,280.26,266.06,0,1,1,1,1,1,1,1,0,1. Urbana,479.0,0.0,0.0,40,131,0.0,0
2363,248.46,225.66,1,0,0,1,1,0,1,1,0,2. Rural,31.0,0.0,0.0,7,30,0.0,1
2364,262.17,259.19,0,0,1,1,0,0,1,1,1,1. Urbana,82.0,0.0,0.0,15,58,0.0,0
2365,237.97,234.77,1,0,1,1,0,0,1,1,1,1. Urbana,56.0,0.0,0.0,5,30,0.0,0
2366,241.35,254.84,1,0,1,1,1,0,1,1,1,1. Urbana,31.0,0.0,0.0,7,26,0.0,0
2367,217.35,210.43,0,0,1,1,0,0,1,1,1,2. Rural,21.0,0.0,0.0,6,20,0.0,1
2368,253.68,255.66,0,0,1,1,0,0,1,1,0,1. Urbana,28.0,0.0,0.0,6,27,0.0,0
2369,279.76,259.76,1,0,1,1,1,0,1,1,0,1. Urbana,82.0,0.0,0.0,9,50,0.0,0
2370,218.05,224.96,1,0,1,1,1,0,1,1,1,1. Urbana,8.0,0.0,0.0,12,53,0.0,0
2371,288.25,276.59,1,0,1,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,10,35,0.0,0
2372,238.77,224.28,0,0,1,1,0,1,1,1,0,1. Urbana,182.0,0.0,0.0,33,198,0.0,0
2373,225.89,251.21,0,0,1,1,1,0,1,1,0,2. Rural,58.0,0.0,0.0,9,32,0.0,1
2374,257.42,258.45,1,0,0,1,0,1,1,1,1,1. Urbana,27.0,0.0,0.0,5,26,0.0,0
2375,266.8,268.73,1,0,1,1,1,0,1,1,1,1. Urbana,88.0,0.0,0.0,8,50,0.0,0
2376,258.05,254.26,0,0,1,1,1,0,1,1,1,1. Urbana,109.0,0.0,0.0,11,50,0.0,0
2377,240.24,246.84,1,0,1,1,1,0,1,1,1,1. Urbana,187.0,0.0,0.0,14,75,0.0,0
2378,268.2,260.81,1,0,1,1,1,1,1,1,1,1. Urbana,176.0,0.0,0.0,11,77,0.0,0
2379,225.98,224.54,0,0,1,1,0,0,1,1,1,1. Urbana,28.0,0.0,0.0,10,32,0.0,0
2380,262.73,264.52,1,0,1,1,1,0,1,1,1,1. Urbana,105.0,0.0,0.0,10,51,0.0,0
2381,293.63,293.11,1,0,1,1,1,0,1,1,1,1. Urbana,168.0,0.0,0.0,14,104,0.0,0
2382,240.89,245.54,1,0,1,1,1,0,1,1,1,1. Urbana,231.0,0.0,0.0,29,129,0.0,0
2383,291.93,284.97,0,1,1,1,1,0,1,1,0,1. Urbana,315.0,0.0,0.0,32,108,0.0,0
2384,241.19,241.63,0,0,0,1,1,0,1,1,0,1. Urbana,49.0,0.0,0.0,6,35,0.0,0
2385,288.24,286.14,1,1,1,1,1,0,1,1,0,1. Urbana,458.0,0.0,0.0,33,115,0.0,0
2386,246.79,258.78,0,0,1,1,1,0,1,1,1,1. Urbana,199.0,0.0,0.0,13,48,0.0,0
2387,297.27,297.32,1,0,1,1,1,0,1,1,1,1. Urbana,140.0,0.0,0.0,8,51,0.0,0
2388,252.49,258.34,0,0,1,1,0,1,1,1,1,1. Urbana,71.0,0.0,0.0,17,52,0.0,0
2389,246.91,249.66,1,0,1,1,1,0,1,1,1,1. Urbana,74.0,0.0,0.0,10,48,0.0,0
2390,264.14,268.15,1,0,0,1,1,0,1,1,1,1. Urbana,111.0,0.0,0.0,8,38,0.0,0
2391,250.03,260.74,1,0,1,1,1,0,1,1,0,1. Urbana,166.0,0.0,0.0,14,53,0.0,0
2392,229.56,242.33,0,1,0,1,1,0,0,1,0,1. Urbana,85.0,63.0,2.0,7,58,63.0,0
2393,212.32,218.5,0,0,0,1,0,0,1,1,0,2. Rural,54.0,29.0,2.0,8,32,29.0,1
2394,230.95,236.89,0,0,1,1,0,1,0,1,1,1. Urbana,34.0,0.0,0.0,18,37,0.0,0
2395,238.1,238.5,1,0,0,1,0,0,1,1,1,1. Urbana,122.0,0.0,0.0,7,47,0.0,0
2396,257.33,265.7,0,0,1,1,0,1,0,1,1,2. Rural,36.0,0.0,0.0,4,25,0.0,1
2397,222.64,225.76,0,0,0,1,0,0,0,1,0,2. Rural,32.0,17.0,1.0,5,32,17.0,1
2398,211.91,206.75,0,0,0,1,0,0,0,1,0,2. Rural,32.0,30.0,1.0,6,36,30.0,1
2399,207.37,224.79,0,0,0,1,0,0,0,1,0,2. Rural,28.0,23.0,1.0,5,35,23.0,1
2400,208.98,206.63,0,0,0,1,0,0,0,1,0,2. Rural,33.0,19.0,1.0,5,25,19.0,1
2401,223.22,222.21,0,0,0,1,0,0,0,1,0,2. Rural,29.0,19.0,1.0,4,27,19.0,1
2402,221.11,229.64,0,0,0,1,0,0,1,1,0,2. Rural,38.0,24.0,1.0,2,34,24.0,1
2403,195.63,194.6,0,0,1,1,1,0,0,1,0,2. Rural,127.0,0.0,0.0,16,50,0.0,1
2404,259.46,234.46,0,0,0,1,0,0,1,1,0,2. Rural,34.0,0.0,0.0,4,30,0.0,1
2405,228.1,245.38,0,0,0,1,0,0,0,1,1,2. Rural,28.0,0.0,0.0,4,17,0.0,1
2406,219.97,219.15,0,0,1,1,0,0,0,1,1,2. Rural,27.0,0.0,0.0,4,15,0.0,1
2407,195.81,195.56,0,0,0,1,0,0,0,1,0,2. Rural,35.0,0.0,0.0,6,29,0.0,1
2408,236.86,249.41,0,0,0,1,0,0,0,1,0,2. Rural,35.0,0.0,0.0,6,24,0.0,1
2409,208.29,207.53,0,0,0,1,0,0,0,1,0,2. Rural,26.0,0.0,0.0,4,16,0.0,1
2410,204.92,202.7,0,0,0,1,0,0,1,1,0,2. Rural,33.0,0.0,0.0,6,24,0.0,1
2411,231.7,224.41,0,0,0,1,0,0,0,1,0,2. Rural,27.0,0.0,0.0,4,14,0.0,1
2412,223.05,240.55,0,0,0,1,0,0,0,1,0,2. Rural,37.0,0.0,0.0,6,21,0.0,1
2413,250.04,245.49,0,0,0,1,1,0,0,1,0,2. Rural,25.0,0.0,0.0,9,20,0.0,1
2414,234.26,243.01,0,0,0,1,0,0,1,1,0,1. Urbana,198.0,0.0,0.0,15,82,0.0,0
2415,241.91,246.56,0,0,0,1,0,0,1,1,0,1. Urbana,162.0,0.0,0.0,11,50,0.0,0
2416,245.27,250.31,0,0,0,1,0,1,1,1,0,1. Urbana,165.0,0.0,0.0,14,57,0.0,0
2417,221.57,229.63,0,0,0,1,0,0,0,1,1,2. Rural,48.0,0.0,0.0,7,40,0.0,1
2418,200.69,212.01,0,0,0,1,0,0,1,1,0,2. Rural,46.0,0.0,0.0,6,28,0.0,1
2419,234.62,247.9,1,0,1,1,1,0,1,1,0,1. Urbana,106.0,0.0,0.0,8,26,0.0,0
2420,220.94,219.2,1,0,0,1,0,0,1,1,0,2. Rural,33.0,0.0,0.0,5,26,0.0,1
