,final_mat,final_pt,in_laboratorio_informatica,in_laboratorio_ciencias,in_quadra_esportes,in_cozinha,in_biblioteca,in_sala_leitura,in_internet,in_alimentacao,tp_atividade_complementar,tp_localizacao,num_proffundamental,num_matri_fund_total_geral,num_turmas_fund_total_geral,nu_salas_utilizadas,nu_funcionarios,num_matri_fund_5a8,rural
15177,252.5,242.9,0,0,1,1,0,1,1,1,1,1. Urbana,105.0,0.0,0.0,16,44,0.0,0
15178,268.82,259.76,1,0,1,1,1,1,1,1,0,1. Urbana,136.0,0.0,0.0,9,34,0.0,0
15179,267.17,273.5,1,1,1,1,1,1,1,1,0,1. Urbana,112.0,0.0,0.0,9,33,0.0,0
15180,260.51,263.64,1,0,1,1,1,1,1,1,0,1. Urbana,96.0,0.0,0.0,8,44,0.0,0
15181,241.3,242.32,1,0,1,1,1,1,1,1,0,1. Urbana,132.0,0.0,0.0,22,56,0.0,0
15182,253.05,247.56,1,0,1,1,1,1,1,1,0,1. Urbana,88.0,0.0,0.0,7,28,0.0,0
15183,247.64,242.45,1,0,1,1,1,1,1,1,1,1. Urbana,92.0,0.0,0.0,14,50,0.0,0
15184,266.75,273.33,1,1,1,1,1,1,1,1,0,1. Urbana,154.0,0.0,0.0,16,77,0.0,0
15185,243.53,245.02,1,1,1,1,1,1,1,1,1,1. Urbana,158.0,0.0,0.0,20,53,0.0,0
15186,271.6,275.59,1,1,1,1,1,1,1,1,0,1. Urbana,142.0,0.0,0.0,15,72,0.0,0
15187,240.88,236.56,1,0,1,1,1,1,1,1,1,1. Urbana,144.0,0.0,0.0,10,48,0.0,0
15188,283.2,278.26,1,0,1,1,1,1,1,1,0,1. Urbana,64.0,0.0,0.0,4,32,0.0,0
15189,249.53,249.7,1,0,1,1,1,1,1,1,1,1. Urbana,180.0,0.0,0.0,15,75,0.0,0
15190,260.14,263.62,1,1,1,1,1,1,1,1,0,1. Urbana,153.0,0.0,0.0,19,51,0.0,0
15191,251.77,249.67,1,1,1,1,1,1,1,1,0,1. Urbana,83.0,0.0,0.0,16,60,0.0,0
15192,257.0,258.46,1,0,1,1,1,0,1,1,1,1. Urbana,144.0,0.0,0.0,18,62,0.0,0
15193,271.23,272.57,1,0,1,1,1,1,1,1,0,1. Urbana,121.0,0.0,0.0,8,56,0.0,0
15194,237.49,236.44,1,1,1,1,1,0,1,1,1,1. Urbana,187.0,0.0,0.0,14,67,0.0,0
15195,255.41,252.98,1,0,1,1,1,1,1,1,1,1. Urbana,145.0,0.0,0.0,11,63,0.0,0
15196,241.52,240.42,1,0,1,1,1,0,1,1,1,1. Urbana,194.0,0.0,0.0,13,50,0.0,0
15197,249.5,245.42,0,1,1,1,1,1,1,1,1,1. Urbana,163.0,0.0,0.0,12,51,0.0,0
15198,257.43,250.31,1,1,1,1,1,1,1,1,0,1. Urbana,116.0,0.0,0.0,12,53,0.0,0
15199,271.72,271.7,1,0,1,1,0,1,1,1,0,1. Urbana,143.0,0.0,0.0,9,57,0.0,0
15200,288.72,294.04,1,1,1,1,1,1,1,1,1,1. Urbana,159.0,0.0,0.0,15,46,0.0,0
15201,261.89,266.88,1,0,1,1,0,1,1,1,1,1. Urbana,181.0,0.0,0.0,13,76,0.0,0
15202,255.01,265.0,1,1,1,1,1,0,1,1,1,1. Urbana,72.0,0.0,0.0,14,43,0.0,0
15203,257.44,260.62,1,0,1,1,1,0,1,1,1,1. Urbana,136.0,0.0,0.0,20,66,0.0,0
15204,249.76,259.87,1,1,1,1,1,0,1,1,1,1. Urbana,116.0,0.0,0.0,20,70,0.0,0
15205,265.07,266.17,1,0,1,1,1,0,1,1,1,1. Urbana,142.0,0.0,0.0,16,62,0.0,0
15206,232.08,226.91,1,0,1,1,1,1,1,1,0,1. Urbana,193.0,0.0,0.0,25,96,0.0,0
15207,267.73,268.75,1,1,1,1,1,1,1,1,1,1. Urbana,229.0,0.0,0.0,15,91,0.0,0
15208,251.67,248.83,1,0,1,1,1,1,1,1,0,1. Urbana,199.0,0.0,0.0,23,70,0.0,0
15209,246.56,249.01,1,1,1,1,1,0,1,1,1,1. Urbana,153.0,0.0,0.0,12,60,0.0,0
15210,256.98,266.14,1,1,1,1,1,0,1,1,0,1. Urbana,99.0,0.0,0.0,13,37,0.0,0
15211,272.24,267.35,0,0,1,1,1,0,1,1,1,1. Urbana,116.0,0.0,0.0,8,33,0.0,0
15212,253.04,244.23,1,0,1,1,1,1,1,1,0,1. Urbana,145.0,0.0,0.0,10,46,0.0,0
15213,245.55,246.06,1,0,1,1,1,0,1,1,1,1. Urbana,108.0,0.0,0.0,13,55,0.0,0
15214,267.65,259.05,1,0,1,1,0,1,1,1,0,1. Urbana,192.0,0.0,0.0,14,52,0.0,0
15215,265.74,265.74,1,0,0,1,1,0,1,1,0,1. Urbana,96.0,0.0,0.0,7,45,0.0,0
15216,271.28,268.0,1,0,1,1,1,0,1,1,1,1. Urbana,73.0,0.0,0.0,19,42,0.0,0
15217,276.25,274.57,1,0,1,1,1,1,1,1,1,1. Urbana,78.0,0.0,0.0,11,32,0.0,0
15218,283.2,286.99,1,1,1,1,0,1,1,1,0,1. Urbana,69.0,0.0,0.0,9,23,0.0,0
15219,257.06,264.01,1,0,1,1,1,1,1,1,0,1. Urbana,137.0,0.0,0.0,24,86,0.0,0
15220,236.81,228.39,1,0,1,1,1,1,1,1,0,1. Urbana,89.0,0.0,0.0,18,48,0.0,0
15221,228.22,228.12,1,0,1,1,1,0,1,1,0,1. Urbana,97.0,0.0,0.0,19,32,0.0,0
15222,227.23,227.5,1,0,1,1,1,1,1,1,1,1. Urbana,174.0,0.0,0.0,14,52,0.0,0
15223,255.53,260.03,1,0,1,1,1,1,1,1,1,1. Urbana,127.0,0.0,0.0,9,72,0.0,0
15224,265.04,264.06,1,0,1,1,0,1,1,1,0,1. Urbana,132.0,0.0,0.0,9,31,0.0,0
15225,254.12,253.67,1,0,1,1,1,1,1,1,1,1. Urbana,142.0,0.0,0.0,12,53,0.0,0
15226,250.73,248.19,1,0,1,1,1,1,1,1,1,1. Urbana,179.0,0.0,0.0,2,65,0.0,0
15227,237.14,233.19,1,0,1,1,1,1,1,1,1,1. Urbana,144.0,0.0,0.0,11,37,0.0,0
15228,233.57,236.4,1,1,1,1,0,1,1,1,0,1. Urbana,120.0,0.0,0.0,17,83,0.0,0
15229,252.22,256.06,1,0,1,1,1,1,1,1,1,1. Urbana,120.0,0.0,0.0,12,44,0.0,0
15230,279.86,280.26,1,0,1,1,1,1,1,1,1,1. Urbana,179.0,0.0,0.0,13,79,0.0,0
15231,259.99,261.76,1,1,1,1,1,1,1,1,0,1. Urbana,222.0,0.0,0.0,16,68,0.0,0
15232,251.96,248.97,1,0,1,1,1,1,1,1,1,1. Urbana,185.0,0.0,0.0,12,64,0.0,0
15233,243.78,249.71,1,0,1,1,1,1,1,1,1,1. Urbana,246.0,0.0,0.0,17,83,0.0,0
15234,246.94,244.08,1,1,1,1,1,1,1,1,0,1. Urbana,96.0,0.0,0.0,13,53,0.0,0
15235,235.52,233.34,1,0,1,1,0,1,1,1,1,1. Urbana,88.0,0.0,0.0,12,41,0.0,0
15236,245.2,251.51,1,0,1,1,1,1,1,1,1,1. Urbana,112.0,0.0,0.0,7,37,0.0,0
15237,256.36,264.72,1,1,1,1,0,1,1,1,0,1. Urbana,80.0,0.0,0.0,12,45,0.0,0
15238,297.1,282.81,1,1,1,1,1,1,1,1,0,1. Urbana,271.0,0.0,0.0,52,225,0.0,0
15239,285.03,279.08,0,1,1,1,1,0,1,1,0,1. Urbana,78.0,0.0,0.0,11,29,0.0,0
15240,260.04,267.42,1,0,1,1,1,1,1,1,1,1. Urbana,153.0,0.0,0.0,18,49,0.0,0
15241,256.35,262.24,1,1,1,1,1,1,1,1,1,1. Urbana,120.0,0.0,0.0,10,42,0.0,0
15242,245.71,254.71,1,1,1,1,1,1,1,1,0,1. Urbana,100.0,0.0,0.0,13,55,0.0,0
15243,249.74,254.88,1,1,1,1,1,1,1,1,0,1. Urbana,134.0,0.0,0.0,13,42,0.0,0
15244,251.05,263.75,1,1,1,1,1,0,1,1,0,1. Urbana,93.0,0.0,0.0,16,45,0.0,0
15245,258.49,267.96,1,0,1,1,1,1,1,1,1,1. Urbana,106.0,0.0,0.0,9,43,0.0,0
15246,254.37,265.32,1,1,1,1,1,1,1,1,0,1. Urbana,116.0,0.0,0.0,25,52,0.0,0
15247,273.45,277.19,1,1,1,1,1,0,1,1,1,1. Urbana,175.0,0.0,0.0,13,62,0.0,0
15248,251.99,258.65,1,0,1,1,1,0,1,1,0,1. Urbana,91.0,0.0,0.0,21,38,0.0,0
15249,250.78,259.81,1,0,1,1,1,1,1,1,0,1. Urbana,56.0,0.0,0.0,12,34,0.0,0
15250,270.8,259.23,1,0,1,0,1,1,1,1,0,1. Urbana,28.0,0.0,0.0,8,24,0.0,0
15251,246.41,245.42,1,1,1,1,1,0,1,1,1,1. Urbana,220.0,0.0,0.0,17,119,0.0,0
15252,254.29,250.98,1,0,1,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,5,36,0.0,0
15253,245.92,248.56,1,0,1,1,1,0,1,1,1,1. Urbana,160.0,0.0,0.0,17,88,0.0,0
15254,245.75,246.07,1,1,1,1,1,1,1,1,1,1. Urbana,207.0,0.0,0.0,17,82,0.0,0
15255,272.9,268.25,1,1,1,1,1,0,1,1,1,1. Urbana,117.0,0.0,0.0,14,44,0.0,0
15256,237.0,236.46,0,1,1,1,1,0,1,1,1,1. Urbana,122.0,0.0,0.0,11,81,0.0,0
15257,255.85,260.29,1,1,1,1,1,0,1,1,1,1. Urbana,160.0,0.0,0.0,12,72,0.0,0
15258,257.98,268.36,1,0,1,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,5,33,0.0,0
15259,250.83,263.39,1,1,1,1,1,0,1,1,0,1. Urbana,77.0,0.0,0.0,12,32,0.0,0
15260,245.84,243.33,1,1,1,1,1,0,1,1,0,1. Urbana,56.0,0.0,0.0,10,32,0.0,0
15261,256.1,251.94,1,1,1,1,1,1,1,1,0,1. Urbana,125.0,0.0,0.0,16,53,0.0,0
15262,255.09,253.18,1,0,1,1,1,1,1,1,1,1. Urbana,77.0,0.0,0.0,10,40,0.0,0
15263,259.52,250.22,1,0,1,1,1,0,1,1,1,1. Urbana,144.0,0.0,0.0,11,68,0.0,0
15264,258.55,248.98,1,0,1,1,1,0,1,1,1,1. Urbana,81.0,0.0,0.0,9,39,0.0,0
15265,270.25,275.71,1,0,1,1,1,1,1,1,0,1. Urbana,42.0,0.0,0.0,11,35,0.0,0
15266,283.15,276.17,0,1,1,1,1,0,1,1,0,1. Urbana,154.0,0.0,0.0,12,53,0.0,0
15267,275.61,271.15,1,1,1,1,1,1,1,1,0,1. Urbana,184.0,0.0,0.0,12,88,0.0,0
15268,284.18,283.27,0,1,1,1,1,1,1,1,0,1. Urbana,123.0,0.0,0.0,21,61,0.0,0
15269,321.05,312.08,1,1,1,1,1,1,1,1,0,1. Urbana,46.0,0.0,0.0,7,17,0.0,0
15270,266.79,271.5,1,1,1,1,0,1,1,1,0,1. Urbana,117.0,0.0,0.0,15,48,0.0,0
15271,283.87,281.03,1,1,0,1,0,1,1,1,0,1. Urbana,184.0,0.0,0.0,14,45,0.0,0
15272,257.24,262.42,1,0,1,1,1,0,1,1,0,1. Urbana,110.0,0.0,0.0,12,43,0.0,0
15273,238.75,244.85,1,1,1,1,1,0,1,1,1,1. Urbana,56.0,0.0,0.0,7,45,0.0,0
15274,253.81,251.46,1,1,1,1,1,1,1,1,1,1. Urbana,64.0,0.0,0.0,18,42,0.0,0
15275,254.36,276.38,1,0,1,1,1,1,1,1,1,1. Urbana,73.0,0.0,0.0,14,39,0.0,0
15276,254.19,266.53,0,1,1,1,1,1,1,1,1,1. Urbana,100.0,0.0,0.0,23,87,0.0,0
15277,232.7,233.9,1,0,1,1,1,1,1,1,0,1. Urbana,112.0,0.0,0.0,9,57,0.0,0
15278,279.07,274.08,1,0,0,1,0,0,1,1,0,1. Urbana,81.0,0.0,0.0,5,30,0.0,0
15279,227.57,228.87,1,0,1,1,1,0,1,1,1,1. Urbana,153.0,0.0,0.0,13,112,0.0,0
15280,217.88,237.04,1,1,1,1,1,1,1,1,1,1. Urbana,54.0,0.0,0.0,10,50,0.0,0
15281,242.33,249.68,0,0,1,1,1,0,1,1,1,1. Urbana,112.0,0.0,0.0,16,92,0.0,0
15282,227.61,233.33,1,1,1,1,1,1,1,1,0,1. Urbana,48.0,0.0,0.0,18,63,0.0,0
15283,277.44,255.23,1,0,1,1,1,1,1,1,1,1. Urbana,75.0,0.0,0.0,17,42,0.0,0
15284,239.88,254.1,1,1,1,1,0,1,1,1,0,1. Urbana,88.0,0.0,0.0,9,73,0.0,0
15285,252.6,254.73,1,1,1,1,1,1,1,1,0,1. Urbana,176.0,0.0,0.0,15,94,0.0,0
15286,242.54,238.8,0,0,1,1,0,1,1,1,0,1. Urbana,59.0,0.0,0.0,10,49,0.0,0
15287,266.02,269.78,1,1,1,1,0,1,1,1,0,1. Urbana,58.0,0.0,0.0,11,69,0.0,0
15288,228.1,244.04,0,0,1,1,0,1,1,1,1,1. Urbana,68.0,0.0,0.0,5,27,0.0,0
15289,238.96,256.04,1,0,1,1,1,1,1,1,1,1. Urbana,45.0,0.0,0.0,7,37,0.0,0
15290,235.45,246.69,0,0,1,1,1,0,1,1,0,1. Urbana,96.0,0.0,0.0,9,52,0.0,0
15291,232.27,251.44,1,0,1,1,0,1,1,1,0,1. Urbana,81.0,0.0,0.0,9,37,0.0,0
15292,255.74,263.06,1,0,1,1,1,1,1,1,1,1. Urbana,47.0,0.0,0.0,9,61,0.0,0
15293,231.74,232.47,1,0,1,1,1,0,1,1,0,1. Urbana,161.0,0.0,0.0,19,111,0.0,0
15294,264.89,258.07,1,1,1,1,1,1,1,1,0,1. Urbana,151.0,0.0,0.0,26,181,0.0,0
15295,255.11,265.43,0,0,1,1,1,0,1,1,1,1. Urbana,135.0,0.0,0.0,20,100,0.0,0
15296,236.35,242.64,1,1,1,1,1,0,1,1,0,1. Urbana,112.0,0.0,0.0,10,42,0.0,0
15297,252.65,247.03,1,0,1,1,1,0,1,1,0,2. Rural,60.0,0.0,0.0,6,41,0.0,1
15298,260.57,272.2,1,1,1,0,1,1,1,1,1,1. Urbana,116.0,0.0,0.0,21,99,0.0,0
15299,238.39,244.51,0,0,1,1,1,0,1,1,0,1. Urbana,126.0,0.0,0.0,12,78,0.0,0
15300,238.7,251.89,0,0,0,1,0,1,1,1,0,1. Urbana,93.0,0.0,0.0,8,65,0.0,0
15301,242.79,251.76,1,0,0,1,1,0,1,1,0,1. Urbana,105.0,0.0,0.0,13,89,0.0,0
15302,234.04,233.53,1,0,1,1,1,0,1,1,0,1. Urbana,51.0,0.0,0.0,18,58,0.0,0
15303,237.64,249.59,1,1,1,1,1,0,1,1,0,1. Urbana,136.0,0.0,0.0,18,95,0.0,0
15304,238.66,249.63,1,0,1,1,0,1,1,1,0,1. Urbana,93.0,0.0,0.0,9,41,0.0,0
15305,245.21,244.24,1,0,1,1,1,0,1,1,0,1. Urbana,93.0,0.0,0.0,7,49,0.0,0
15306,235.88,238.1,1,1,1,1,0,1,1,1,1,1. Urbana,71.0,0.0,0.0,12,53,0.0,0
15307,229.65,238.16,0,0,1,1,1,0,1,1,0,1. Urbana,39.0,0.0,0.0,11,56,0.0,0
15308,256.21,260.61,1,0,0,1,1,0,1,1,0,1. Urbana,44.0,0.0,0.0,4,41,0.0,0
15309,235.55,244.52,1,0,1,1,1,0,1,1,0,1. Urbana,29.0,0.0,0.0,6,43,0.0,0
15310,217.68,224.46,1,0,1,1,1,0,1,1,1,1. Urbana,124.0,0.0,0.0,7,60,0.0,0
15311,238.21,248.4,1,0,0,1,1,0,1,1,1,1. Urbana,129.0,0.0,0.0,9,45,0.0,0
15312,239.68,252.31,1,0,1,1,1,0,1,1,1,1. Urbana,52.0,0.0,0.0,8,32,0.0,0
15313,253.44,257.08,1,0,1,1,0,1,1,1,1,1. Urbana,69.0,0.0,0.0,13,40,0.0,0
15314,228.79,258.75,1,0,1,1,0,1,1,1,0,1. Urbana,58.0,0.0,0.0,7,60,0.0,0
15315,251.63,263.88,1,0,0,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,6,60,0.0,0
15316,240.29,232.17,1,0,0,1,0,1,1,1,0,1. Urbana,102.0,0.0,0.0,6,42,0.0,0
15317,235.43,239.9,1,0,1,1,1,0,1,1,1,1. Urbana,34.0,0.0,0.0,6,22,0.0,0
15318,236.88,234.75,1,0,1,1,1,0,1,1,1,1. Urbana,125.0,0.0,0.0,17,108,0.0,0
15319,226.26,224.42,1,0,1,1,0,1,1,1,0,1. Urbana,127.0,0.0,0.0,14,62,0.0,0
15320,248.16,253.3,1,1,1,1,1,1,1,1,1,1. Urbana,43.0,0.0,0.0,13,98,0.0,0
15321,236.61,235.36,1,0,0,1,0,1,1,1,0,1. Urbana,77.0,0.0,0.0,5,30,0.0,0
15322,272.19,272.73,1,1,1,1,1,0,1,1,0,1. Urbana,88.0,0.0,0.0,13,77,0.0,0
15323,277.89,277.16,1,0,1,1,0,1,1,1,1,1. Urbana,177.0,0.0,0.0,25,113,0.0,0
15324,255.98,255.68,1,0,1,1,0,1,1,1,1,1. Urbana,253.0,0.0,0.0,16,129,0.0,0
15325,264.03,276.12,1,0,1,1,1,1,1,1,1,1. Urbana,66.0,0.0,0.0,17,56,0.0,0
15326,239.06,244.91,1,1,1,1,1,0,1,1,1,1. Urbana,40.0,0.0,0.0,16,44,0.0,0
15327,249.67,260.59,1,0,1,1,1,0,1,1,1,1. Urbana,32.0,0.0,0.0,18,72,0.0,0
15328,249.8,243.79,1,0,1,1,1,1,1,1,0,1. Urbana,53.0,0.0,0.0,18,71,0.0,0
15329,262.91,261.17,1,1,1,1,1,1,1,1,1,1. Urbana,86.0,0.0,0.0,17,57,0.0,0
15330,249.83,250.67,1,1,0,1,0,1,1,1,1,1. Urbana,55.0,0.0,0.0,15,69,0.0,0
15331,248.0,249.14,0,0,1,1,1,1,1,1,1,1. Urbana,146.0,0.0,0.0,24,86,0.0,0
15332,276.21,272.92,1,0,1,1,0,1,1,1,1,1. Urbana,92.0,0.0,0.0,19,49,0.0,0
15333,279.38,275.35,1,0,1,1,0,1,0,1,1,1. Urbana,78.0,0.0,0.0,19,69,0.0,0
15334,211.33,220.19,1,0,0,1,0,1,1,1,1,1. Urbana,61.0,0.0,0.0,9,45,0.0,0
15335,237.28,242.44,1,1,1,1,1,1,1,1,0,1. Urbana,111.0,0.0,0.0,19,108,0.0,0
15336,233.15,228.43,0,0,1,1,1,1,1,1,0,1. Urbana,64.0,0.0,0.0,11,54,0.0,0
15337,238.23,246.17,1,0,1,1,1,0,1,1,1,1. Urbana,7.0,0.0,0.0,18,33,0.0,0
15338,250.77,251.04,1,1,1,1,1,0,1,1,0,1. Urbana,76.0,0.0,0.0,15,55,0.0,0
15339,253.15,264.82,1,0,0,1,0,1,1,1,0,1. Urbana,50.0,0.0,0.0,7,35,0.0,0
15340,237.42,248.4,1,1,1,1,1,1,1,1,0,1. Urbana,104.0,0.0,0.0,19,97,0.0,0
15341,252.44,256.8,1,1,1,1,1,1,1,1,0,1. Urbana,91.0,0.0,0.0,16,60,0.0,0
15342,226.57,233.97,1,1,1,1,1,0,1,1,0,1. Urbana,91.0,0.0,0.0,18,86,0.0,0
15343,249.03,254.94,1,1,1,1,1,1,1,1,0,1. Urbana,192.0,0.0,0.0,19,118,0.0,0
15344,237.58,248.23,1,1,1,1,1,1,1,1,0,1. Urbana,161.0,0.0,0.0,18,90,0.0,0
15345,228.56,236.01,1,1,1,1,1,1,1,1,1,1. Urbana,87.0,0.0,0.0,16,64,0.0,0
15346,270.79,276.36,1,0,1,1,1,0,1,1,0,1. Urbana,42.0,0.0,0.0,10,58,0.0,0
15347,216.69,218.0,1,0,1,1,1,1,1,1,0,1. Urbana,76.0,0.0,0.0,22,102,0.0,0
15348,266.94,268.45,1,0,1,1,1,0,1,1,1,2. Rural,208.0,0.0,0.0,19,173,0.0,1
15349,292.81,285.15,1,0,1,1,1,0,1,1,1,1. Urbana,188.0,0.0,0.0,9,53,0.0,0
15350,269.95,275.74,1,1,1,1,1,1,1,1,1,1. Urbana,197.0,0.0,0.0,10,59,0.0,0
15351,231.5,243.98,1,0,1,1,1,1,1,1,0,1. Urbana,130.0,0.0,0.0,15,64,0.0,0
15352,249.21,256.31,1,0,1,1,1,0,1,1,0,1. Urbana,164.0,0.0,0.0,16,70,0.0,0
15353,239.22,239.08,1,0,1,1,1,1,1,1,1,1. Urbana,254.0,0.0,0.0,29,121,0.0,0
15354,207.52,217.5,1,1,1,1,1,1,1,1,0,2. Rural,57.0,0.0,0.0,13,46,0.0,1
15355,244.66,239.65,1,1,1,1,1,1,1,1,1,1. Urbana,89.0,0.0,0.0,14,72,0.0,0
15356,257.56,251.68,1,1,1,1,0,1,1,1,1,1. Urbana,141.0,0.0,0.0,21,110,0.0,0
15357,256.33,259.78,1,0,1,1,1,0,1,1,1,2. Rural,152.0,0.0,0.0,10,42,0.0,1
15358,272.64,268.41,1,0,1,1,1,1,1,1,1,1. Urbana,128.0,0.0,0.0,8,65,0.0,0
15359,245.17,249.1,1,0,1,1,1,0,1,1,0,1. Urbana,71.0,0.0,0.0,19,70,0.0,0
15360,237.78,244.1,1,0,1,1,1,1,1,1,0,2. Rural,94.0,0.0,0.0,18,58,0.0,1
15361,234.96,243.83,1,0,1,1,1,0,1,1,0,1. Urbana,38.0,0.0,0.0,16,69,0.0,0
15362,246.98,252.63,1,1,1,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,17,87,0.0,0
15363,234.78,236.09,0,0,1,1,0,1,1,1,0,1. Urbana,52.0,0.0,0.0,17,31,0.0,0
15364,218.12,241.34,1,0,1,1,1,1,1,1,0,1. Urbana,76.0,0.0,0.0,18,48,0.0,0
15365,250.36,259.31,1,0,1,1,1,0,1,1,1,1. Urbana,65.0,0.0,0.0,19,45,0.0,0
15366,276.94,277.38,1,0,1,1,1,0,1,1,0,1. Urbana,48.0,0.0,0.0,18,46,0.0,0
15367,243.1,226.77,1,0,1,1,1,0,1,1,1,2. Rural,71.0,0.0,0.0,11,68,0.0,1
15368,269.65,259.94,0,1,1,1,1,1,1,1,1,1. Urbana,121.0,0.0,0.0,20,98,0.0,0
15369,237.58,246.21,1,1,1,1,1,1,1,1,0,1. Urbana,99.0,0.0,0.0,17,66,0.0,0
15370,229.22,236.69,1,0,1,1,1,1,1,1,1,1. Urbana,65.0,0.0,0.0,12,66,0.0,0
15371,239.65,247.58,1,1,1,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,17,73,0.0,0
15372,238.08,223.16,1,0,1,1,1,0,1,1,0,1. Urbana,39.0,0.0,0.0,13,37,0.0,0
15373,250.83,253.11,0,0,1,1,1,0,1,1,1,1. Urbana,66.0,0.0,0.0,12,39,0.0,0
15374,228.44,233.22,1,0,1,1,1,1,1,1,1,1. Urbana,131.0,0.0,0.0,21,92,0.0,0
15375,284.68,278.95,1,1,1,1,1,0,1,1,1,1. Urbana,89.0,0.0,0.0,18,91,0.0,0
15376,222.85,236.77,1,0,1,1,1,1,1,1,0,1. Urbana,128.0,0.0,0.0,19,66,0.0,0
15377,217.91,216.9,1,0,1,1,1,1,1,1,0,1. Urbana,55.0,0.0,0.0,8,49,0.0,0
15378,229.79,230.81,0,1,1,1,1,1,1,1,1,2. Rural,80.0,0.0,0.0,18,43,0.0,1
15379,256.84,272.31,0,0,1,1,1,0,1,1,0,1. Urbana,29.0,0.0,0.0,18,43,0.0,0
15380,230.02,247.01,1,0,1,1,1,1,1,1,0,1. Urbana,18.0,0.0,0.0,12,91,0.0,0
15381,279.41,280.23,1,1,1,1,0,1,1,1,1,1. Urbana,188.0,0.0,0.0,19,90,0.0,0
15382,255.08,259.98,1,0,1,1,1,1,1,1,1,1. Urbana,246.0,0.0,0.0,26,158,0.0,0
15383,227.33,247.17,1,1,1,1,1,0,1,1,1,1. Urbana,25.0,0.0,0.0,13,46,0.0,0
15384,244.09,253.85,1,1,1,1,1,0,1,1,1,1. Urbana,226.0,0.0,0.0,22,125,0.0,0
15385,244.82,243.63,1,1,1,1,0,0,1,1,0,1. Urbana,93.0,0.0,0.0,16,118,0.0,0
15386,247.37,256.7,1,0,0,1,1,1,1,1,1,1. Urbana,104.0,0.0,0.0,11,86,0.0,0
15387,242.12,250.26,0,0,1,1,1,1,1,1,1,1. Urbana,32.0,0.0,0.0,13,31,0.0,0
15388,243.94,260.63,1,1,1,1,1,1,1,1,0,1. Urbana,40.0,0.0,0.0,12,35,0.0,0
15389,281.75,286.8,1,1,1,1,1,1,1,1,0,1. Urbana,144.0,0.0,0.0,21,116,0.0,0
15390,237.8,242.5,1,0,1,1,1,0,1,1,0,1. Urbana,100.0,0.0,0.0,14,64,0.0,0
15391,236.85,247.56,1,0,1,1,1,1,1,1,0,1. Urbana,81.0,0.0,0.0,16,91,0.0,0
15392,232.37,250.32,0,0,1,1,0,1,1,1,1,1. Urbana,77.0,0.0,0.0,18,38,0.0,0
15393,247.17,257.44,1,0,1,1,0,1,1,1,1,1. Urbana,170.0,0.0,0.0,18,140,0.0,0
15394,227.67,228.45,1,1,1,1,1,0,1,1,0,1. Urbana,16.0,0.0,0.0,15,42,0.0,0
15395,236.31,236.99,1,0,1,1,1,1,1,1,0,1. Urbana,171.0,0.0,0.0,18,99,0.0,0
15396,231.45,240.73,1,1,1,1,1,0,1,1,1,1. Urbana,113.0,0.0,0.0,18,69,0.0,0
15397,252.59,258.47,0,0,1,1,1,1,1,1,0,1. Urbana,99.0,0.0,0.0,18,49,0.0,0
15398,240.69,243.81,1,1,1,1,1,1,1,1,1,1. Urbana,160.0,0.0,0.0,19,125,0.0,0
15399,250.79,255.08,1,0,1,1,1,1,1,1,1,1. Urbana,58.0,0.0,0.0,11,29,0.0,0
15400,258.83,275.88,1,0,1,1,1,0,1,1,1,1. Urbana,119.0,0.0,0.0,18,84,0.0,0
15401,241.8,252.79,1,0,0,1,0,1,0,1,1,1. Urbana,64.0,0.0,0.0,10,65,0.0,0
15402,278.51,284.93,1,1,1,1,1,1,1,1,0,1. Urbana,164.0,0.0,0.0,10,107,0.0,0
15403,216.17,212.91,1,0,0,1,0,1,1,1,0,2. Rural,84.0,0.0,0.0,10,54,0.0,1
15404,236.37,239.62,0,0,1,1,0,1,0,1,1,1. Urbana,86.0,0.0,0.0,18,62,0.0,0
15405,225.13,231.64,1,1,1,1,1,0,1,1,1,1. Urbana,96.0,0.0,0.0,16,42,0.0,0
15406,236.17,246.05,1,1,1,1,1,0,1,1,1,1. Urbana,43.0,0.0,0.0,17,38,0.0,0
15407,260.65,260.9,1,0,1,1,1,0,1,1,0,2. Rural,58.0,0.0,0.0,10,52,0.0,1
15408,260.63,254.72,0,0,1,1,0,0,1,1,0,1. Urbana,98.0,0.0,0.0,20,84,0.0,0
15409,251.14,253.89,1,0,1,1,0,1,1,1,1,1. Urbana,103.0,0.0,0.0,12,74,0.0,0
15410,233.58,235.44,1,1,0,1,1,1,0,1,0,2. Rural,69.0,0.0,0.0,9,69,0.0,1
15411,267.85,271.77,1,1,0,1,0,1,1,1,0,1. Urbana,145.0,0.0,0.0,9,98,0.0,0
15412,259.28,253.82,1,0,0,1,0,0,1,1,0,1. Urbana,116.0,0.0,0.0,9,70,0.0,0
15413,246.8,250.44,1,0,1,1,1,1,1,1,1,1. Urbana,96.0,0.0,0.0,12,90,0.0,0
15414,245.56,243.91,1,0,1,1,0,1,1,1,1,1. Urbana,99.0,0.0,0.0,11,75,0.0,0
