"UF","nome","codmun","ano","mes","populacao","pib_capita","nascimentos","mortes","taxa_isolamento"
"RO","Alta Floresta D'Oeste",110001,2020,2,22728,21552.47,49,10,0.313762028255278
"RO","Alta Floresta D'Oeste",110001,2020,3,22728,21552.47,42,8,0.410957733516824
"RO","Alta Floresta D'Oeste",110001,2020,4,22728,21552.47,30,11,0.411934125123187
"RO","Alta Floresta D'Oeste",110001,2020,5,22728,21552.47,24,10,0.439771444109699
"RO","Ariquemes",110002,2020,2,109523,23206.36,239,33,0.302274032496523
"RO","Ariquemes",110002,2020,3,109523,23206.36,268,50,0.382985907351202
"RO","Ariquemes",110002,2020,4,109523,23206.36,150,44,0.415762381587051
"RO","Ariquemes",110002,2020,5,109523,23206.36,143,48,0.395834346236795
"RO","Cacoal",110004,2020,2,85893,25708.96,212,26,0.316755494112133
"RO","Cacoal",110004,2020,3,85893,25708.96,219,44,0.412615702474296
"RO","Cacoal",110004,2020,4,85893,25708.96,116,36,0.438044449925928
"RO","Cacoal",110004,2020,5,85893,25708.96,132,44,0.414557463978431
"RO","Cerejeiras",110005,2020,2,16204,28714.35,34,7,0.318097365681646
"RO","Cerejeiras",110005,2020,3,16204,28714.35,36,7,0.381834139779908
"RO","Cerejeiras",110005,2020,4,16204,28714.35,19,7,0.423814819651316
"RO","Cerejeiras",110005,2020,5,16204,28714.35,22,6,0.379788695703754
"RO","Colorado do Oeste",110006,2020,2,15544,20362.88,33,8,0.3231189152917
"RO","Colorado do Oeste",110006,2020,3,15544,20362.88,40,9,0.423153370680315
"RO","Colorado do Oeste",110006,2020,4,15544,20362.88,13,10,0.469508731538151
"RO","Colorado do Oeste",110006,2020,5,15544,20362.88,16,8,0.453461031746386
"RO","Costa Marques",110008,2020,2,18798,12890.7,23,1,0.342953297867111
"RO","Costa Marques",110008,2020,3,18798,12890.7,26,10,0.437642001494323
"RO","Costa Marques",110008,2020,4,18798,12890.7,14,3,0.443144765014464
"RO","Costa Marques",110008,2020,5,18798,12890.7,10,7,0.421290427371824
"RO","Espigão D'Oeste",110009,2020,2,32695,18984.55,71,16,0.366473474454986
"RO","Espigão D'Oeste",110009,2020,3,32695,18984.55,65,17,0.43445381681002
"RO","Espigão D'Oeste",110009,2020,4,32695,18984.55,31,10,0.461425341491426
"RO","Espigão D'Oeste",110009,2020,5,32695,18984.55,47,12,0.444587448687829
"RO","Guajará-Mirim",110010,2020,2,46556,18279.32,136,22,0.312030131255039
"RO","Guajará-Mirim",110010,2020,3,46556,18279.32,97,20,0.387221076339958
"RO","Guajará-Mirim",110010,2020,4,46556,18279.32,70,18,0.427506933420117
"RO","Guajará-Mirim",110010,2020,5,46556,18279.32,58,42,0.464927492831153
"RO","Jaru",110011,2020,2,51620,28433.31,130,30,0.305756921597329
"RO","Jaru",110011,2020,3,51620,28433.31,113,24,0.377790060491767
"RO","Jaru",110011,2020,4,51620,28433.31,74,18,0.399574853383529
"RO","Jaru",110011,2020,5,51620,28433.31,78,27,0.39126017944871
"RO","Ji-Paraná",110012,2020,2,130009,26287.35,270,50,0.312829126633488
"RO","Ji-Paraná",110012,2020,3,130009,26287.35,247,52,0.399997992266472
"RO","Ji-Paraná",110012,2020,4,130009,26287.35,146,45,0.418157078541927
"RO","Ji-Paraná",110012,2020,5,130009,26287.35,142,56,0.402632367778117
"RO","Machadinho D'Oeste",110013,2020,2,40867,16423.33,91,11,0.314185045999266
"RO","Machadinho D'Oeste",110013,2020,3,40867,16423.33,78,9,0.406719669582353
"RO","Machadinho D'Oeste",110013,2020,4,40867,16423.33,27,7,0.425229940538788
"RO","Machadinho D'Oeste",110013,2020,5,40867,16423.33,41,11,0.447237276403376
"RO","Nova Brasilândia D'Oeste",110014,2020,2,20489,18086.15,37,5,0.330461085872681
"RO","Nova Brasilândia D'Oeste",110014,2020,3,20489,18086.15,36,4,0.378662245597666
"RO","Nova Brasilândia D'Oeste",110014,2020,4,20489,18086.15,17,12,0.406849955052334
"RO","Nova Brasilândia D'Oeste",110014,2020,5,20489,18086.15,22,4,0.418003227582752
"RO","Ouro Preto do Oeste",110015,2020,2,35737,22252.8,74,13,0.293831262595354
"RO","Ouro Preto do Oeste",110015,2020,3,35737,22252.8,96,23,0.37550511632357
"RO","Ouro Preto do Oeste",110015,2020,4,35737,22252.8,42,18,0.403816935599158
"RO","Ouro Preto do Oeste",110015,2020,5,35737,22252.8,32,17,0.3972330686142
"RO","Pimenta Bueno",110018,2020,2,36881,31046.76,67,4,0.317125437960628
"RO","Pimenta Bueno",110018,2020,3,36881,31046.76,85,15,0.401051385844442
"RO","Pimenta Bueno",110018,2020,4,36881,31046.76,49,15,0.425586902886357
"RO","Pimenta Bueno",110018,2020,5,36881,31046.76,51,25,0.416034324320679
"RO","Porto Velho",110020,2020,2,539354,32042.66,1037,172,0.31231803276805
"RO","Porto Velho",110020,2020,3,539354,32042.66,1040,222,0.417353601194784
"RO","Porto Velho",110020,2020,4,539354,32042.66,628,216,0.467701724580404
"RO","Porto Velho",110020,2020,5,539354,32042.66,551,313,0.451462989732605
"RO","Presidente Médici",110025,2020,2,18571,21515.83,34,15,0.35296208306941
"RO","Presidente Médici",110025,2020,3,18571,21515.83,47,6,0.415731713459309
"RO","Presidente Médici",110025,2020,4,18571,21515.83,22,11,0.443225933219614
"RO","Presidente Médici",110025,2020,5,18571,21515.83,23,15,0.440606327009992
"RO","Rolim de Moura",110028,2020,2,55407,24077.57,99,26,0.320299707487464
"RO","Rolim de Moura",110028,2020,3,55407,24077.57,84,32,0.414119132372106
"RO","Rolim de Moura",110028,2020,4,55407,24077.57,81,22,0.440277120031501
"RO","Rolim de Moura",110028,2020,5,55407,24077.57,56,22,0.415045634908602
"RO","Vilhena",110030,2020,2,102211,28420.11,221,36,0.323250221458671
"RO","Vilhena",110030,2020,3,102211,28420.11,224,43,0.398693991044705
"RO","Vilhena",110030,2020,4,102211,28420.11,136,42,0.431790542446465
"RO","Vilhena",110030,2020,5,102211,28420.11,159,50,0.407512819185178
"RO","São Miguel do Guaporé",110032,2020,2,23077,31025.71,56,16,0.347441096534059
"RO","São Miguel do Guaporé",110032,2020,3,23077,31025.71,62,8,0.400881543888032
"RO","São Miguel do Guaporé",110032,2020,4,23077,31025.71,30,9,0.411411697831091
"RO","São Miguel do Guaporé",110032,2020,5,23077,31025.71,31,11,0.477486334114911
"RO","Nova Mamoré",110033,2020,2,31392,17095.19,71,6,0.345543756647012
"RO","Nova Mamoré",110033,2020,3,31392,17095.19,60,12,0.408226568203771
"RO","Nova Mamoré",110033,2020,4,31392,17095.19,32,8,0.441940600020456
"RO","Nova Mamoré",110033,2020,5,31392,17095.19,27,12,0.46951938296521
"RO","Alvorada D'Oeste",110034,2020,2,14106,17423.49,31,8,0.326287052189632
"RO","Alvorada D'Oeste",110034,2020,3,14106,17423.49,28,10,0.406361213778052
"RO","Alvorada D'Oeste",110034,2020,4,14106,17423.49,7,7,0.457502979025962
"RO","Alvorada D'Oeste",110034,2020,5,14106,17423.49,18,7,0.471443359183091
"RO","Alto Paraíso",110040,2020,2,21847,15655.57,28,8,0.320094137230605
"RO","Alto Paraíso",110040,2020,3,21847,15655.57,47,7,0.414974491829417
"RO","Alto Paraíso",110040,2020,4,21847,15655.57,19,6,0.435590781542704
"RO","Alto Paraíso",110040,2020,5,21847,15655.57,13,6,0.418481501836099
"RO","Buritis",110045,2020,2,40356,17489.18,64,8,0.311273118641721
"RO","Buritis",110045,2020,3,40356,17489.18,85,13,0.379569097079542
"RO","Buritis",110045,2020,4,40356,17489.18,45,12,0.389972623814078
"RO","Buritis",110045,2020,5,40356,17489.18,46,12,0.379346425654326
"RO","Candeias do Jamari",110080,2020,2,27388,21856.51,40,11,0.354851578403345
"RO","Candeias do Jamari",110080,2020,3,27388,21856.51,46,7,0.432909610606436
"RO","Candeias do Jamari",110080,2020,4,27388,21856.51,28,7,0.458569467980301
"RO","Candeias do Jamari",110080,2020,5,27388,21856.51,34,21,0.463759324576636
"RO","Chupinguaia",110092,2020,2,11472,27680.65,20,1,0.372746786441529
"RO","Chupinguaia",110092,2020,3,11472,27680.65,20,2,0.399932788118029
"RO","Chupinguaia",110092,2020,4,11472,27680.65,10,3,0.415973086306039
"RO","Chupinguaia",110092,2020,5,11472,27680.65,22,3,0.410683173184278
"RO","Cujubim",110094,2020,2,26183,14739.4,39,7,0.352335991640297
"RO","Cujubim",110094,2020,3,26183,14739.4,34,9,0.404520499516046
"RO","Cujubim",110094,2020,4,26183,14739.4,16,9,0.42123014278659
"RO","Cujubim",110094,2020,5,26183,14739.4,16,3,0.437334335614922
"RO","Itapuã do Oeste",110110,2020,2,10641,17551.21,17,6,0.328215453610724
"RO","Itapuã do Oeste",110110,2020,3,10641,17551.21,27,2,0.407960979873332
"RO","Itapuã do Oeste",110110,2020,4,10641,17551.21,7,3,0.400812042245946
"RO","Itapuã do Oeste",110110,2020,5,10641,17551.21,10,1,0.431393378010565
"RO","Mirante da Serra",110130,2020,2,10818,19672.11,27,5,0.343033397660931
"RO","Mirante da Serra",110130,2020,3,10818,19672.11,24,2,0.420013945631224
"RO","Mirante da Serra",110130,2020,4,10818,19672.11,15,9,0.4148600010257
"RO","Mirante da Serra",110130,2020,5,10818,19672.11,9,4,0.45307681089269
"RO","São Francisco do Guaporé",110149,2020,2,20681,17778.54,39,6,0.310342474568364
"RO","São Francisco do Guaporé",110149,2020,3,20681,17778.54,26,3,0.369802418250709
"RO","São Francisco do Guaporé",110149,2020,4,20681,17778.54,21,7,0.411531319181909
"RO","São Francisco do Guaporé",110149,2020,5,20681,17778.54,26,10,0.438478543521889
"AC","Acrelândia",120001,2020,2,15490,15737.64,32,8,0.328380379202718
"AC","Acrelândia",120001,2020,3,15490,15737.64,25,3,0.425500474472966
"AC","Acrelândia",120001,2020,4,15490,15737.64,19,1,0.440096885288628
"AC","Acrelândia",120001,2020,5,15490,15737.64,18,6,0.433600432057412
"AC","Brasiléia",120010,2020,2,26702,16165.25,59,6,0.312974746519202
"AC","Brasiléia",120010,2020,3,26702,16165.25,71,4,0.384529225273248
"AC","Brasiléia",120010,2020,4,26702,16165.25,47,14,0.420885389408681
"AC","Brasiléia",120010,2020,5,26702,16165.25,37,16,0.434863492066098
"AC","Bujari",120013,2020,2,10420,15606.47,34,5,0.309387028400998
"AC","Bujari",120013,2020,3,10420,15606.47,29,5,0.389171034761988
"AC","Bujari",120013,2020,4,10420,15606.47,23,10,0.449492790305523
"AC","Bujari",120013,2020,5,10420,15606.47,15,5,0.476780825751431
"AC","Capixaba",120017,2020,2,12008,14874.52,27,2,0.298253228011711
"AC","Capixaba",120017,2020,3,12008,14874.52,20,6,0.408659309473277
"AC","Capixaba",120017,2020,4,12008,14874.52,17,5,0.424493702056289
"AC","Capixaba",120017,2020,5,12008,14874.52,17,6,0.455732231596428
"AC","Cruzeiro do Sul",120020,2020,2,89072,16261.39,266,36,0.322340334628148
"AC","Cruzeiro do Sul",120020,2020,3,89072,16261.39,267,27,0.401346856482689
"AC","Cruzeiro do Sul",120020,2020,4,89072,16261.39,152,36,0.478311730018264
"AC","Cruzeiro do Sul",120020,2020,5,89072,16261.39,146,39,0.519555958265841
"AC","Epitaciolândia",120025,2020,2,18696,25349.75,52,3,0.319568045030431
"AC","Epitaciolândia",120025,2020,3,18696,25349.75,40,10,0.446105976786695
"AC","Epitaciolândia",120025,2020,4,18696,25349.75,21,8,0.458774852790977
"AC","Epitaciolândia",120025,2020,5,18696,25349.75,17,10,0.46329916059353
"AC","Feijó",120030,2020,2,34884,10500.72,98,9,0.335539737431991
"AC","Feijó",120030,2020,3,34884,10500.72,84,17,0.404405425329154
"AC","Feijó",120030,2020,4,34884,10500.72,65,5,0.432637855120585
"AC","Feijó",120030,2020,5,34884,10500.72,78,15,0.442662579132782
"AC","Plácido de Castro",120038,2020,2,19955,12926.47,37,10,0.316552868673336
"AC","Plácido de Castro",120038,2020,3,19955,12926.47,30,6,0.391762127132903
"AC","Plácido de Castro",120038,2020,4,19955,12926.47,19,8,0.450309865338551
"AC","Plácido de Castro",120038,2020,5,19955,12926.47,22,6,0.473276996077043
"AC","Rio Branco",120040,2020,2,413418,22287.7,784,175,0.333779128808831
"AC","Rio Branco",120040,2020,3,413418,22287.7,597,189,0.437916550192601
"AC","Rio Branco",120040,2020,4,413418,22287.7,426,178,0.492587414095601
"AC","Rio Branco",120040,2020,5,413418,22287.7,400,352,0.494399780774378
"AC","Senador Guiomard",120045,2020,2,23236,16360.61,57,4,0.34466456392792
"AC","Senador Guiomard",120045,2020,3,23236,16360.61,47,8,0.435728294877038
"AC","Senador Guiomard",120045,2020,4,23236,16360.61,31,9,0.479047853185034
"AC","Senador Guiomard",120045,2020,5,23236,16360.61,38,10,0.486610509283062
"AC","Sena Madureira",120050,2020,2,46511,11475.22,38,17,0.319604307306778
"AC","Sena Madureira",120050,2020,3,46511,11475.22,40,16,0.404438493304436
"AC","Sena Madureira",120050,2020,4,46511,11475.22,52,25,0.442155085981083
"AC","Sena Madureira",120050,2020,5,46511,11475.22,24,19,0.448366305918097
"AC","Tarauacá",120060,2020,2,43151,11645.35,151,13,0.28493216399017
"AC","Tarauacá",120060,2020,3,43151,11645.35,137,29,0.365612132358222
"AC","Tarauacá",120060,2020,4,43151,11645.35,92,13,0.425617532668442
"AC","Tarauacá",120060,2020,5,43151,11645.35,82,7,0.456543238150129
"AC","Xapuri",120070,2020,2,19596,12553.21,42,5,0.277344778476483
"AC","Xapuri",120070,2020,3,19596,12553.21,39,7,0.407957256208128
"AC","Xapuri",120070,2020,4,19596,12553.21,28,3,0.468961209204499
"AC","Xapuri",120070,2020,5,19596,12553.21,31,10,0.469400025933348
"AC","Porto Acre",120080,2020,2,18824,12855.64,66,12,0.350547671515036
"AC","Porto Acre",120080,2020,3,18824,12855.64,32,10,0.435101089812198
"AC","Porto Acre",120080,2020,4,18824,12855.64,27,8,0.488111978503506
"AC","Porto Acre",120080,2020,5,18824,12855.64,29,15,0.483829148436519
"AM","Anori",130010,2020,2,21477,10626.79,43,4,0.306183960348118
"AM","Anori",130010,2020,3,21477,10626.79,31,4,0.399510757709311
"AM","Anori",130010,2020,4,21477,10626.79,14,2,0.466901439869663
"AM","Anori",130010,2020,5,21477,10626.79,22,12,0.413211019296618
"AM","Autazes",130030,2020,2,40290,9196.44,151,11,0.310748432218744
"AM","Autazes",130030,2020,3,40290,9196.44,149,18,0.396485337421486
"AM","Autazes",130030,2020,4,40290,9196.44,67,23,0.463745631660714
"AM","Autazes",130030,2020,5,40290,9196.44,73,28,0.479499717477216
"AM","Barcelos",130040,2020,2,27638,6145.96,51,7,0.339450086479915
"AM","Barcelos",130040,2020,3,27638,6145.96,50,5,0.400977172617127
"AM","Barcelos",130040,2020,4,27638,6145.96,56,6,0.476725012580951
"AM","Barcelos",130040,2020,5,27638,6145.96,46,22,0.580889824265037
"AM","Beruri",130063,2020,2,20093,7868.69,82,3,0.291575702486391
"AM","Beruri",130063,2020,3,20093,7868.69,69,4,0.360296929884661
"AM","Beruri",130063,2020,4,20093,7868.69,48,7,0.421584118833657
"AM","Beruri",130063,2020,5,20093,7868.69,37,13,0.499865284233169
"AM","Boca do Acre",130070,2020,2,34635,12248.29,101,14,0.353322581875452
"AM","Boca do Acre",130070,2020,3,34635,12248.29,64,22,0.429913642072024
"AM","Boca do Acre",130070,2020,4,34635,12248.29,47,13,0.488139702907873
"AM","Boca do Acre",130070,2020,5,34635,12248.29,66,21,0.506974905257307
"AM","Borba",130080,2020,2,41748,7487.09,119,10,0.322123736338795
"AM","Borba",130080,2020,3,41748,7487.09,101,8,0.417835300759318
"AM","Borba",130080,2020,4,41748,7487.09,66,7,0.50701654009241
"AM","Borba",130080,2020,5,41748,7487.09,69,31,0.533318692956931
"AM","Careiro",130110,2020,2,38348,8414.97,90,10,0.333741314999185
"AM","Careiro",130110,2020,3,38348,8414.97,45,14,0.39723274759393
"AM","Careiro",130110,2020,4,38348,8414.97,44,21,0.462357053948193
"AM","Careiro",130110,2020,5,38348,8414.97,37,19,0.494038168065194
"AM","Careiro da Várzea",130115,2020,2,30846,11396.04,30,10,0.32497978497407
"AM","Careiro da Várzea",130115,2020,3,30846,11396.04,17,4,0.422137009722875
"AM","Careiro da Várzea",130115,2020,4,30846,11396.04,14,11,0.526662998022826
"AM","Careiro da Várzea",130115,2020,5,30846,11396.04,25,3,0.566417096949328
"AM","Coari",130120,2020,2,85910,23921.53,227,28,0.348330254649053
"AM","Coari",130120,2020,3,85910,23921.53,272,24,0.409160896072735
"AM","Coari",130120,2020,4,85910,23921.53,121,41,0.482579909661506
"AM","Coari",130120,2020,5,85910,23921.53,143,103,0.505492591034575
"AM","Humaitá",130170,2020,2,56144,11521.07,156,18,0.303116354938608
"AM","Humaitá",130170,2020,3,56144,11521.07,158,22,0.361985234272097
"AM","Humaitá",130170,2020,4,56144,11521.07,95,11,0.42890399062401
"AM","Humaitá",130170,2020,5,56144,11521.07,101,17,0.420314949303331
"AM","Iranduba",130185,2020,2,49011,14276.35,124,19,0.3200874116886
"AM","Iranduba",130185,2020,3,49011,14276.35,79,10,0.405179454342616
"AM","Iranduba",130185,2020,4,49011,14276.35,58,43,0.500169697998253
"AM","Iranduba",130185,2020,5,49011,14276.35,85,63,0.462817464470757
"AM","Itacoatiara",130190,2020,2,102701,18818.5,314,40,0.277566065648203
"AM","Itacoatiara",130190,2020,3,102701,18818.5,292,38,0.380619883802556
"AM","Itacoatiara",130190,2020,4,102701,18818.5,156,61,0.471589527526818
"AM","Itacoatiara",130190,2020,5,102701,18818.5,176,103,0.463527205941186
"AM","Itapiranga",130200,2020,2,9230,12126.8,26,4,0.318357901409705
"AM","Itapiranga",130200,2020,3,9230,12126.8,35,1,0.400327800062747
"AM","Itapiranga",130200,2020,4,9230,12126.8,10,5,0.444418427565203
"AM","Itapiranga",130200,2020,5,9230,12126.8,14,8,0.431568724294568
"AM","Lábrea",130240,2020,2,46882,10941.94,118,12,0.325075064671648
"AM","Lábrea",130240,2020,3,46882,10941.94,112,19,0.410791056299774
"AM","Lábrea",130240,2020,4,46882,10941.94,69,12,0.476636535590686
"AM","Lábrea",130240,2020,5,46882,10941.94,70,20,0.467732469288181
"AM","Manacapuru",130250,2020,2,98502,14839.87,326,42,0.315890701778199
"AM","Manacapuru",130250,2020,3,98502,14839.87,323,30,0.397606706766636
"AM","Manacapuru",130250,2020,4,98502,14839.87,196,79,0.494318728015803
"AM","Manacapuru",130250,2020,5,98502,14839.87,201,108,0.457188040417288
"AM","Manaquiri",130255,2020,2,33049,8834.03,33,5,0.286864715503603
"AM","Manaquiri",130255,2020,3,33049,8834.03,31,6,0.372290741234454
"AM","Manaquiri",130255,2020,4,33049,8834.03,20,8,0.482413464264983
"AM","Manaquiri",130255,2020,5,33049,8834.03,27,11,0.44703825098012
"AM","Manaus",130260,2020,2,2219580,36445.75,4698,920,0.330203834221807
"AM","Manaus",130260,2020,3,2219580,36445.75,3340,990,0.428987368721834
"AM","Manaus",130260,2020,4,2219580,36445.75,2777,2947,0.531817799721067
"AM","Manaus",130260,2020,5,2219580,36445.75,3078,2214,0.480108244805488
"AM","Manicoré",130270,2020,2,56583,9633.66,149,13,0.313908053993124
"AM","Manicoré",130270,2020,3,56583,9633.66,169,10,0.405874033168848
"AM","Manicoré",130270,2020,4,56583,9633.66,85,16,0.423906293189086
"AM","Manicoré",130270,2020,5,56583,9633.66,82,11,0.451851369129619
"AM","Maués",130290,2020,2,65040,7988.19,223,24,0.248918003820801
"AM","Maués",130290,2020,3,65040,7988.19,179,15,0.326638573147343
"AM","Maués",130290,2020,4,65040,7988.19,125,35,0.421673441873328
"AM","Maués",130290,2020,5,65040,7988.19,119,43,0.410758245087167
"AM","Nhamundá",130300,2020,2,21443,7250.55,55,10,0.33126539527856
"AM","Nhamundá",130300,2020,3,21443,7250.55,45,7,0.416717294766183
"AM","Nhamundá",130300,2020,4,21443,7250.55,26,2,0.457699396478176
"AM","Nhamundá",130300,2020,5,21443,7250.55,25,7,0.494120864481076
"AM","Nova Olinda do Norte",130310,2020,2,38026,6718.55,102,6,0.319752359598046
"AM","Nova Olinda do Norte",130310,2020,3,38026,6718.55,85,12,0.392748575518943
"AM","Nova Olinda do Norte",130310,2020,4,38026,6718.55,54,8,0.453551063010261
"AM","Nova Olinda do Norte",130310,2020,5,38026,6718.55,48,26,0.448326237837574
"AM","Novo Airão",130320,2020,2,19928,7168.78,54,4,0.32943258298017
"AM","Novo Airão",130320,2020,3,19928,7168.78,32,2,0.400563821240732
"AM","Novo Airão",130320,2020,4,19928,7168.78,14,13,0.468901608627586
"AM","Novo Airão",130320,2020,5,19928,7168.78,27,16,0.452704877201661
"AM","Parintins",130340,2020,2,115363,9890.96,305,28,0.252975157756642
"AM","Parintins",130340,2020,3,115363,9890.96,287,32,0.341902391775529
"AM","Parintins",130340,2020,4,115363,9890.96,154,47,0.441887989686988
"AM","Parintins",130340,2020,5,115363,9890.96,160,65,0.438927536893829
"AM","Presidente Figueiredo",130353,2020,2,37193,23264,70,13,0.310162781755762
"AM","Presidente Figueiredo",130353,2020,3,37193,23264,46,4,0.378837811564623
"AM","Presidente Figueiredo",130353,2020,4,37193,23264,52,18,0.454230467608217
"AM","Presidente Figueiredo",130353,2020,5,37193,23264,45,22,0.457466554425027
"AM","Rio Preto da Eva",130356,2020,2,34106,11769.8,52,9,0.298368757316284
"AM","Rio Preto da Eva",130356,2020,3,34106,11769.8,59,6,0.396393037360717
"AM","Rio Preto da Eva",130356,2020,4,34106,11769.8,38,19,0.469701185942674
"AM","Rio Preto da Eva",130356,2020,5,34106,11769.8,40,16,0.479636816408807
"AM","São Gabriel da Cachoeira",130380,2020,2,46303,7344.41,140,28,0.281766156092189
"AM","São Gabriel da Cachoeira",130380,2020,3,46303,7344.41,115,32,0.339095008980391
"AM","São Gabriel da Cachoeira",130380,2020,4,46303,7344.41,84,19,0.381474461448245
"AM","São Gabriel da Cachoeira",130380,2020,5,46303,7344.41,96,58,0.426005920950457
"AM","Tabatinga",130406,2020,2,67182,8274.57,260,40,0.322618447787893
"AM","Tabatinga",130406,2020,3,67182,8274.57,218,14,0.404678774180793
"AM","Tabatinga",130406,2020,4,67182,8274.57,134,61,0.490040637058728
"AM","Tabatinga",130406,2020,5,67182,8274.57,131,83,0.505963693030495
"AM","Tefé",130420,2020,2,59547,15530.32,258,19,0.317178017835617
"AM","Tefé",130420,2020,3,59547,15530.32,304,16,0.387806479415222
"AM","Tefé",130420,2020,4,59547,15530.32,144,38,0.495084174264744
"AM","Tefé",130420,2020,5,59547,15530.32,158,94,0.494297119652536
"AM","Urucurituba",130440,2020,2,23585,7381.23,57,4,0.290008101130562
"AM","Urucurituba",130440,2020,3,23585,7381.23,41,3,0.349918975586432
"AM","Urucurituba",130440,2020,4,23585,7381.23,24,7,0.416197205731215
"AM","Urucurituba",130440,2020,5,23585,7381.23,28,9,0.425871755007561
"RR","Amajari",140002,2020,2,13185,13690.88,54,10,0.334432761361829
"RR","Amajari",140002,2020,3,13185,13690.88,52,4,0.411369309150591
"RR","Amajari",140002,2020,4,13185,13690.88,41,7,0.455244236019587
"RR","Amajari",140002,2020,5,13185,13690.88,37,14,0.511131232622745
"RR","Alto Alegre",140005,2020,2,15380,17912.43,88,6,0.343443894813139
"RR","Alto Alegre",140005,2020,3,15380,17912.43,59,9,0.403433748588591
"RR","Alto Alegre",140005,2020,4,15380,17912.43,65,9,0.444475822113095
"RR","Alto Alegre",140005,2020,5,15380,17912.43,70,6,0.491959685894888
"RR","Boa Vista",140010,2020,2,419652,26752.67,1227,143,0.295698126328316
"RR","Boa Vista",140010,2020,3,419652,26752.67,1213,166,0.387778993490517
"RR","Boa Vista",140010,2020,4,419652,26752.67,675,147,0.434692752325294
"RR","Boa Vista",140010,2020,5,419652,26752.67,615,300,0.427553706203024
"RR","Bonfim",140015,2020,2,12557,22953.42,79,4,0.299246739232592
"RR","Bonfim",140015,2020,3,12557,22953.42,60,4,0.385158680466528
"RR","Bonfim",140015,2020,4,12557,22953.42,36,6,0.437143362161075
"RR","Bonfim",140015,2020,5,12557,22953.42,32,8,0.517142611639012
"RR","Cantá",140017,2020,2,18799,15025.69,58,4,0.333795341247553
"RR","Cantá",140017,2020,3,18799,15025.69,63,10,0.403698679845848
"RR","Cantá",140017,2020,4,18799,15025.69,36,6,0.444897843364248
"RR","Cantá",140017,2020,5,18799,15025.69,31,7,0.466098467346864
"RR","Caracaraí",140020,2020,2,22283,16093.39,63,6,0.290604669288104
"RR","Caracaraí",140020,2020,3,22283,16093.39,62,11,0.361574361650257
"RR","Caracaraí",140020,2020,4,22283,16093.39,35,13,0.403569989865718
"RR","Caracaraí",140020,2020,5,22283,16093.39,30,9,0.424765980284207
"RR","Caroebe",140023,2020,2,10383,17928.78,37,2,0.334328207175219
"RR","Caroebe",140023,2020,3,10383,17928.78,34,3,0.413502029303422
"RR","Caroebe",140023,2020,4,10383,17928.78,17,3,0.451090706203317
"RR","Caroebe",140023,2020,5,10383,17928.78,12,4,0.450152702579943
"RR","Iracema",140028,2020,2,12296,13783.97,23,0,0.338894428483966
"RR","Iracema",140028,2020,3,12296,13783.97,10,4,0.416317144692628
"RR","Iracema",140028,2020,4,12296,13783.97,13,6,0.448419856730568
"RR","Iracema",140028,2020,5,12296,13783.97,9,3,0.448941410050103
"RR","Mucajaí",140030,2020,2,18172,17661.31,42,4,0.30567186415731
"RR","Mucajaí",140030,2020,3,18172,17661.31,62,12,0.365145059440761
"RR","Mucajaí",140030,2020,4,18172,17661.31,35,6,0.429668648162608
"RR","Mucajaí",140030,2020,5,18172,17661.31,22,8,0.460928932263989
"RR","Pacaraima",140045,2020,2,18913,13123.04,90,4,0.315473946947491
"RR","Pacaraima",140045,2020,3,18913,13123.04,93,2,0.384061810126814
"RR","Pacaraima",140045,2020,4,18913,13123.04,57,1,0.393756416148679
"RR","Pacaraima",140045,2020,5,18913,13123.04,37,11,0.418891285708086
"RR","Rorainópolis",140047,2020,2,30782,18536.04,84,6,0.294260557367811
"RR","Rorainópolis",140047,2020,3,30782,18536.04,78,16,0.343863436298281
"RR","Rorainópolis",140047,2020,4,30782,18536.04,47,5,0.387909449229315
"RR","Rorainópolis",140047,2020,5,30782,18536.04,51,19,0.412005281640484
"RR","São João da Baliza",140050,2020,2,8348,22072.82,24,0,0.340237362210953
"RR","São João da Baliza",140050,2020,3,8348,22072.82,18,3,0.409916324569194
"RR","São João da Baliza",140050,2020,4,8348,22072.82,11,1,0.409316673177774
"RR","São João da Baliza",140050,2020,5,8348,22072.82,5,1,0.400886900487692
"RR","São Luiz",140060,2020,2,8110,17693.77,14,3,0.354558167146054
"RR","São Luiz",140060,2020,3,8110,17693.77,13,4,0.419132475875349
"RR","São Luiz",140060,2020,4,8110,17693.77,7,1,0.439178201976668
"RR","São Luiz",140060,2020,5,8110,17693.77,9,5,0.440097310813332
"PA","Abaetetuba",150010,2020,2,159080,9046.13,425,58,0.301599434714306
"PA","Abaetetuba",150010,2020,3,159080,9046.13,359,64,0.39107413840779
"PA","Abaetetuba",150010,2020,4,159080,9046.13,245,65,0.467174306647447
"PA","Abaetetuba",150010,2020,5,159080,9046.13,209,204,0.524090030097437
"PA","Acará",150020,2020,2,55669,16467.17,131,20,0.30676128265755
"PA","Acará",150020,2020,3,55669,16467.17,120,15,0.381091359182981
"PA","Acará",150020,2020,4,55669,16467.17,75,16,0.452339757814636
"PA","Acará",150020,2020,5,55669,16467.17,46,34,0.494895734814678
"PA","Afuá",150030,2020,2,39567,9207.83,113,4,0.312468091705511
"PA","Afuá",150030,2020,3,39567,9207.83,114,8,0.402854237211545
"PA","Afuá",150030,2020,4,39567,9207.83,82,4,0.481607128092029
