"UF","nome","codmun","ano","mes","populacao","pib_capita","nascimentos","mortes","taxa_isolamento"
"RS","Gravataí",430920,2020,4,283620,42820.82,295,144,0.467830791411859
"RS","Gravataí",430920,2020,5,283620,42820.82,271,142,0.409978214541147
"RS","Guaíba",430930,2020,2,98239,68641.09,152,54,0.314197059356955
"RS","Guaíba",430930,2020,3,98239,68641.09,146,70,0.418170543854753
"RS","Guaíba",430930,2020,4,98239,68641.09,79,46,0.47580335544973
"RS","Guaíba",430930,2020,5,98239,68641.09,96,47,0.426624654858489
"RS","Guaporé",430940,2020,2,25968,34001.53,39,6,0.311049766233473
"RS","Guaporé",430940,2020,3,25968,34001.53,54,22,0.430728994627083
"RS","Guaporé",430940,2020,4,25968,34001.53,32,10,0.417206691352206
"RS","Guaporé",430940,2020,5,25968,34001.53,26,18,0.382816574199442
"RS","Horizontina",430960,2020,2,19389,84405.81,32,10,0.296030686038324
"RS","Horizontina",430960,2020,3,19389,84405.81,31,12,0.378354448163403
"RS","Horizontina",430960,2020,4,19389,84405.81,16,10,0.436130795026479
"RS","Horizontina",430960,2020,5,19389,84405.81,22,9,0.418021683302569
"RS","Ibirubá",431000,2020,2,20413,52551.35,45,14,0.322805313047071
"RS","Ibirubá",431000,2020,3,20413,52551.35,41,17,0.411678165293481
"RS","Ibirubá",431000,2020,4,20413,52551.35,22,10,0.409642554645821
"RS","Ibirubá",431000,2020,5,20413,52551.35,19,5,0.42181025935477
"RS","Igrejinha",431010,2020,2,37340,49798.73,69,20,0.304577147283887
"RS","Igrejinha",431010,2020,3,37340,49798.73,70,12,0.407629675867576
"RS","Igrejinha",431010,2020,4,37340,49798.73,53,18,0.434641025345846
"RS","Igrejinha",431010,2020,5,37340,49798.73,41,21,0.395809629302053
"RS","Ijuí",431020,2020,2,83764,42446.9,161,48,0.299198648989805
"RS","Ijuí",431020,2020,3,83764,42446.9,150,60,0.400988331769774
"RS","Ijuí",431020,2020,4,83764,42446.9,109,57,0.432821714439733
"RS","Ijuí",431020,2020,5,83764,42446.9,107,44,0.403169506083747
"RS","Imbé",431033,2020,2,23271,20405.2,51,19,0.319222188155632
"RS","Imbé",431033,2020,3,23271,20405.2,43,21,0.437504421860413
"RS","Imbé",431033,2020,4,23271,20405.2,18,6,0.480796717447393
"RS","Imbé",431033,2020,5,23271,20405.2,20,18,0.436050719064422
"RS","Itaqui",431060,2020,2,37489,36770.02,68,27,0.265571405422681
"RS","Itaqui",431060,2020,3,37489,36770.02,42,19,0.359130465953432
"RS","Itaqui",431060,2020,4,37489,36770.02,35,21,0.386856534325532
"RS","Itaqui",431060,2020,5,37489,36770.02,36,22,0.371727361097972
"RS","Ivoti",431080,2020,2,24690,42392.5,22,7,0.291675439911329
"RS","Ivoti",431080,2020,3,24690,42392.5,33,10,0.420260552145063
"RS","Ivoti",431080,2020,4,24690,42392.5,13,12,0.475475477817428
"RS","Ivoti",431080,2020,5,24690,42392.5,17,10,0.421782141400441
"RS","Jaguarão",431100,2020,2,26500,24959.82,37,16,0.320699419516307
"RS","Jaguarão",431100,2020,3,26500,24959.82,45,23,0.427109011211052
"RS","Jaguarão",431100,2020,4,26500,24959.82,25,18,0.470598830829527
"RS","Jaguarão",431100,2020,5,26500,24959.82,24,21,0.436259455154611
"RS","Jaguari",431110,2020,2,10765,23282.63,14,8,0.267730320156653
"RS","Jaguari",431110,2020,3,10765,23282.63,14,12,0.377695214184314
"RS","Jaguari",431110,2020,4,10765,23282.63,4,9,0.424143107983656
"RS","Jaguari",431110,2020,5,10765,23282.63,4,6,0.419205228712196
"RS","Júlio de Castilhos",431120,2020,2,19224,67506.41,30,11,0.313150311421656
"RS","Júlio de Castilhos",431120,2020,3,19224,67506.41,31,12,0.395878452758302
"RS","Júlio de Castilhos",431120,2020,4,19224,67506.41,22,14,0.422248160786812
"RS","Júlio de Castilhos",431120,2020,5,19224,67506.41,15,13,0.391943428088746
"RS","Lagoa Vermelha",431130,2020,2,27778,41824.19,59,29,0.306233615952755
"RS","Lagoa Vermelha",431130,2020,3,27778,41824.19,62,23,0.392822279279054
"RS","Lagoa Vermelha",431130,2020,4,27778,41824.19,48,22,0.417511206021882
"RS","Lagoa Vermelha",431130,2020,5,27778,41824.19,25,22,0.391197222937799
"RS","Lajeado",431140,2020,2,85033,51129.4,175,45,0.286133873532307
"RS","Lajeado",431140,2020,3,85033,51129.4,177,36,0.403864541709107
"RS","Lajeado",431140,2020,4,85033,51129.4,112,43,0.448985278558279
"RS","Lajeado",431140,2020,5,85033,51129.4,108,48,0.415418352076155
"RS","Lindolfo Collor",431162,2020,2,6125,49614.84,8,2,0.294407210780186
"RS","Lindolfo Collor",431162,2020,3,6125,49614.84,9,1,0.410983063627105
"RS","Lindolfo Collor",431162,2020,4,6125,49614.84,4,2,0.447947530737204
"RS","Lindolfo Collor",431162,2020,5,6125,49614.84,8,1,0.401775369555548
"RS","Marau",431180,2020,2,44858,47227.43,95,17,0.336221210582946
"RS","Marau",431180,2020,3,44858,47227.43,72,25,0.419961193794488
"RS","Marau",431180,2020,4,44858,47227.43,52,14,0.466869404228257
"RS","Marau",431180,2020,5,44858,47227.43,50,32,0.423023271519925
"RS","Minas do Leão",431225,2020,2,8103,21970.07,11,5,0.337963299328079
"RS","Minas do Leão",431225,2020,3,8103,21970.07,12,4,0.418494856297364
"RS","Minas do Leão",431225,2020,4,8103,21970.07,5,3,0.439630878598554
"RS","Minas do Leão",431225,2020,5,8103,21970.07,12,2,0.409963891236547
"RS","Montenegro",431240,2020,2,65721,57568.88,108,33,0.307501852159972
"RS","Montenegro",431240,2020,3,65721,57568.88,122,30,0.408440132909028
"RS","Montenegro",431240,2020,4,65721,57568.88,85,28,0.465774298979193
"RS","Montenegro",431240,2020,5,65721,57568.88,83,41,0.412758110193615
"RS","Morro Reuter",431247,2020,2,6513,28815.4,10,2,0.303575843321056
"RS","Morro Reuter",431247,2020,3,6513,28815.4,13,5,0.401997181446826
"RS","Morro Reuter",431247,2020,4,6513,28815.4,5,2,0.44630089451688
"RS","Morro Reuter",431247,2020,5,6513,28815.4,8,1,0.389934198822429
"RS","Mostardas",431250,2020,2,12847,28099.77,20,7,0.330848704026869
"RS","Mostardas",431250,2020,3,12847,28099.77,25,7,0.419488518938461
"RS","Mostardas",431250,2020,4,12847,28099.77,17,10,0.458347340894786
"RS","Mostardas",431250,2020,5,12847,28099.77,13,9,0.462308906547907
"RS","Não-Me-Toque",431265,2020,2,17758,72952.08,30,8,0.32610134583353
"RS","Não-Me-Toque",431265,2020,3,17758,72952.08,32,23,0.438352348899392
"RS","Não-Me-Toque",431265,2020,4,17758,72952.08,15,14,0.454612019799325
"RS","Não-Me-Toque",431265,2020,5,17758,72952.08,20,9,0.394991008065354
"RS","Nonoai",431270,2020,2,11633,36362.42,25,12,0.295231282860981
"RS","Nonoai",431270,2020,3,11633,36362.42,32,8,0.354300334064171
"RS","Nonoai",431270,2020,4,11633,36362.42,18,10,0.387737402408774
"RS","Nonoai",431270,2020,5,11633,36362.42,27,10,0.399337216863439
"RS","Nova Araçá",431280,2020,2,4826,44993.4,9,1,0.353387524146437
"RS","Nova Araçá",431280,2020,3,4826,44993.4,12,1,0.424493240809328
"RS","Nova Araçá",431280,2020,4,4826,44993.4,9,1,0.434738757404542
"RS","Nova Araçá",431280,2020,5,4826,44993.4,3,6,0.457618128329562
"RS","Nova Bassano",431290,2020,2,10005,52022.36,14,3,0.264344048774674
"RS","Nova Bassano",431290,2020,3,10005,52022.36,18,3,0.352314046148165
"RS","Nova Bassano",431290,2020,4,10005,52022.36,4,5,0.350429113029812
"RS","Nova Bassano",431290,2020,5,10005,52022.36,8,4,0.402199036338114
"RS","Nova Hartz",431306,2020,2,21875,29692.26,32,9,0.290312863308369
"RS","Nova Hartz",431306,2020,3,21875,29692.26,25,10,0.373004842800417
"RS","Nova Hartz",431306,2020,4,21875,29692.26,19,11,0.40877161320293
"RS","Nova Hartz",431306,2020,5,21875,29692.26,25,9,0.346240307032219
"RS","Nova Petrópolis",431320,2020,2,21536,37459.32,35,8,0.329617944076301
"RS","Nova Petrópolis",431320,2020,3,21536,37459.32,44,13,0.435725751880964
"RS","Nova Petrópolis",431320,2020,4,21536,37459.32,22,13,0.485249643238873
"RS","Nova Petrópolis",431320,2020,5,21536,37459.32,17,17,0.435867675338069
"RS","Nova Prata",431330,2020,2,27648,59362.18,39,13,0.293703776416704
"RS","Nova Prata",431330,2020,3,27648,59362.18,46,11,0.397399238945142
"RS","Nova Prata",431330,2020,4,27648,59362.18,31,15,0.423796669737177
"RS","Nova Prata",431330,2020,5,27648,59362.18,34,11,0.383106696755811
"RS","Nova Santa Rita",431337,2020,2,29905,58018.11,54,14,0.308540918876448
"RS","Nova Santa Rita",431337,2020,3,29905,58018.11,60,8,0.415022415494063
"RS","Nova Santa Rita",431337,2020,4,29905,58018.11,49,11,0.465252797784536
"RS","Nova Santa Rita",431337,2020,5,29905,58018.11,28,15,0.420600238490404
"RS","Novo Hamburgo",431340,2020,2,247032,38159.33,372,134,0.29499886497722
"RS","Novo Hamburgo",431340,2020,3,247032,38159.33,407,160,0.412813166162342
"RS","Novo Hamburgo",431340,2020,4,247032,38159.33,277,123,0.463300843090789
"RS","Novo Hamburgo",431340,2020,5,247032,38159.33,268,148,0.406996076705208
"RS","Osório",431350,2020,2,46414,34323.48,68,23,0.304775076890932
"RS","Osório",431350,2020,3,46414,34323.48,104,33,0.420389531547402
"RS","Osório",431350,2020,4,46414,34323.48,49,29,0.471805454686456
"RS","Osório",431350,2020,5,46414,34323.48,49,32,0.414327624153671
"RS","Palmares do Sul",431365,2020,2,11330,41484.76,21,13,0.364132222536772
"RS","Palmares do Sul",431365,2020,3,11330,41484.76,20,7,0.463551999384471
"RS","Palmares do Sul",431365,2020,4,11330,41484.76,8,12,0.487880522166017
"RS","Palmares do Sul",431365,2020,5,11330,41484.76,11,4,0.458443932941187
"RS","Palmeira das Missões",431370,2020,2,33131,43616.98,64,13,0.304031326856675
"RS","Palmeira das Missões",431370,2020,3,33131,43616.98,40,19,0.397895491511324
"RS","Palmeira das Missões",431370,2020,4,33131,43616.98,48,12,0.438980043151381
"RS","Palmeira das Missões",431370,2020,5,33131,43616.98,57,20,0.409414051855951
"RS","Panambi",431390,2020,2,44128,49260.55,76,20,0.320622055837341
"RS","Panambi",431390,2020,3,44128,49260.55,84,22,0.419713056689962
"RS","Panambi",431390,2020,4,44128,49260.55,57,21,0.464016134456868
"RS","Panambi",431390,2020,5,44128,49260.55,55,22,0.434914880504325
"RS","Pantano Grande",431395,2020,2,9083,37352.14,16,6,0.301523409764567
"RS","Pantano Grande",431395,2020,3,9083,37352.14,19,6,0.381722740983622
"RS","Pantano Grande",431395,2020,4,9083,37352.14,8,9,0.424926662183659
"RS","Pantano Grande",431395,2020,5,9083,37352.14,9,8,0.421860980471435
"RS","Parobé",431405,2020,2,58858,21283.76,98,25,0.301999713356435
"RS","Parobé",431405,2020,3,58858,21283.76,115,29,0.4210911145534
"RS","Parobé",431405,2020,4,58858,21283.76,66,21,0.443623876484272
"RS","Parobé",431405,2020,5,58858,21283.76,81,27,0.392879851699571
"RS","Passo Fundo",431410,2020,2,204722,45327.11,444,107,0.323824643451199
"RS","Passo Fundo",431410,2020,3,204722,45327.11,438,105,0.437485426729481
"RS","Passo Fundo",431410,2020,4,204722,45327.11,288,127,0.488614073669822
"RS","Passo Fundo",431410,2020,5,204722,45327.11,267,135,0.451733151262046
"RS","Pedro Osório",431420,2020,2,7706,19281.18,5,9,0.3185792421557
"RS","Pedro Osório",431420,2020,3,7706,19281.18,9,10,0.429137787670294
"RS","Pedro Osório",431420,2020,4,7706,19281.18,7,6,0.45173832435567
"RS","Pedro Osório",431420,2020,5,7706,19281.18,6,6,0.420692997888084
"RS","Pelotas",431440,2020,2,343132,25884.35,478,190,0.318117177832451
"RS","Pelotas",431440,2020,3,343132,25884.35,447,218,0.445532905355264
"RS","Pelotas",431440,2020,4,343132,25884.35,337,217,0.525722450289313
"RS","Pelotas",431440,2020,5,343132,25884.35,339,246,0.467357416869864
"RS","Picada Café",431442,2020,2,5738,60482.63,5,3,0.322622435649598
"RS","Picada Café",431442,2020,3,5738,60482.63,4,0,0.422307429546178
"RS","Picada Café",431442,2020,4,5738,60482.63,5,0,0.478341614728998
"RS","Picada Café",431442,2020,5,5738,60482.63,3,1,0.412105426689725
"RS","Pinheiro Machado",431450,2020,2,12195,23263.4,13,8,0.281032084531889
"RS","Pinheiro Machado",431450,2020,3,12195,23263.4,13,6,0.367861315233614
"RS","Pinheiro Machado",431450,2020,4,12195,23263.4,2,18,0.415078423284666
"RS","Pinheiro Machado",431450,2020,5,12195,23263.4,9,10,0.387779911722665
"RS","Piratini",431460,2020,2,20704,20169.21,32,7,0.332218000765529
"RS","Piratini",431460,2020,3,20704,20169.21,16,22,0.427464471585003
"RS","Piratini",431460,2020,4,20704,20169.21,22,6,0.453183180465034
"RS","Piratini",431460,2020,5,20704,20169.21,5,16,0.449256974613037
"RS","Portão",431480,2020,2,37561,33064.14,44,17,0.306169162369422
"RS","Portão",431480,2020,3,37561,33064.14,47,19,0.398805992599498
"RS","Portão",431480,2020,4,37561,33064.14,29,15,0.440288609632628
"RS","Portão",431480,2020,5,37561,33064.14,43,18,0.386625943444658
"RS","Porto Alegre",431490,2020,2,1488252,52149.66,2167,881,0.298992698438217
"RS","Porto Alegre",431490,2020,3,1488252,52149.66,2248,918,0.431539790786817
"RS","Porto Alegre",431490,2020,4,1488252,52149.66,1427,836,0.527416996746071
"RS","Porto Alegre",431490,2020,5,1488252,52149.66,1338,956,0.465631467116199
"RS","Porto Xavier",431510,2020,2,10194,17084.16,12,3,0.33554074413229
"RS","Porto Xavier",431510,2020,3,10194,17084.16,11,14,0.398509786940437
"RS","Porto Xavier",431510,2020,4,10194,17084.16,8,7,0.385477149965855
"RS","Porto Xavier",431510,2020,5,10194,17084.16,9,6,0.393133410350346
"RS","Quaraí",431530,2020,2,22607,19655.67,56,13,0.331694684277433
"RS","Quaraí",431530,2020,3,22607,19655.67,39,17,0.416280013006758
"RS","Quaraí",431530,2020,4,22607,19655.67,20,14,0.468556294961605
"RS","Quaraí",431530,2020,5,22607,19655.67,25,17,0.443300581147508
"RS","Restinga Sêca",431550,2020,2,15744,29261.26,20,7,0.294057800752005
"RS","Restinga Sêca",431550,2020,3,15744,29261.26,18,17,0.385668630908154
"RS","Restinga Sêca",431550,2020,4,15744,29261.26,12,9,0.402729358503631
"RS","Restinga Sêca",431550,2020,5,15744,29261.26,14,12,0.415739251214593
"RS","Rio Grande",431560,2020,2,211965,51681.23,333,159,0.332206579902743
"RS","Rio Grande",431560,2020,3,211965,51681.23,308,132,0.454983196129717
"RS","Rio Grande",431560,2020,4,211965,51681.23,229,124,0.535038797125791
"RS","Rio Grande",431560,2020,5,211965,51681.23,230,144,0.486412356482191
"RS","Rio Pardo",431570,2020,2,38265,24379.36,51,31,0.312960389709223
"RS","Rio Pardo",431570,2020,3,38265,24379.36,60,25,0.410604880072495
"RS","Rio Pardo",431570,2020,4,38265,24379.36,40,20,0.425917915799663
"RS","Rio Pardo",431570,2020,5,38265,24379.36,32,31,0.397094181476682
"RS","Roca Sales",431580,2020,2,11471,40933.3,16,9,0.333240929276894
"RS","Roca Sales",431580,2020,3,11471,40933.3,13,9,0.448602813508815
"RS","Roca Sales",431580,2020,4,11471,40933.3,15,2,0.4875540741354
"RS","Roca Sales",431580,2020,5,11471,40933.3,7,11,0.423991019828671
"RS","Rolante",431600,2020,2,21453,29148.17,28,7,0.31182267371894
"RS","Rolante",431600,2020,3,21453,29148.17,43,12,0.408802925670102
"RS","Rolante",431600,2020,4,21453,29148.17,32,7,0.422538905019648
"RS","Rolante",431600,2020,5,21453,29148.17,23,11,0.394226170667906
"RS","Rosário do Sul",431640,2020,2,39314,22909.03,60,20,0.315955115813623
"RS","Rosário do Sul",431640,2020,3,39314,22909.03,41,28,0.401724437957252
"RS","Rosário do Sul",431640,2020,4,39314,22909.03,48,25,0.415206526846655
"RS","Rosário do Sul",431640,2020,5,39314,22909.03,38,24,0.383002868626885
"RS","Salto do Jacuí",431645,2020,2,12481,64808,16,4,0.303886306486244
"RS","Salto do Jacuí",431645,2020,3,12481,64808,18,9,0.401876960583278
"RS","Salto do Jacuí",431645,2020,4,12481,64808,12,10,0.42657981357233
"RS","Salto do Jacuí",431645,2020,5,12481,64808,6,6,0.419107248616728
"RS","Salvador do Sul",431650,2020,2,7889,36513.05,6,2,0.333795100677053
"RS","Salvador do Sul",431650,2020,3,7889,36513.05,14,2,0.439173281791512
"RS","Salvador do Sul",431650,2020,4,7889,36513.05,12,5,0.446861099859821
"RS","Salvador do Sul",431650,2020,5,7889,36513.05,6,5,0.426258373523521
"RS","Sananduva",431660,2020,2,16328,36886.58,24,9,0.289191792024016
"RS","Sananduva",431660,2020,3,16328,36886.58,26,9,0.369500453320663
"RS","Sananduva",431660,2020,4,16328,36886.58,20,5,0.403670159615407
"RS","Sananduva",431660,2020,5,16328,36886.58,18,11,0.365930929753275
"RS","Santa Bárbara do Sul",431670,2020,2,7909,97177.43,15,5,0.289566032923545
"RS","Santa Bárbara do Sul",431670,2020,3,7909,97177.43,8,6,0.386030136932443
"RS","Santa Bárbara do Sul",431670,2020,4,7909,97177.43,13,6,0.368763745839981
"RS","Santa Bárbara do Sul",431670,2020,5,7909,97177.43,11,4,0.392149817204091
"RS","Santa Clara do Sul",431675,2020,2,6681,40944.1,5,3,0.294563630337434
"RS","Santa Clara do Sul",431675,2020,3,6681,40944.1,7,2,0.395363687446071
"RS","Santa Clara do Sul",431675,2020,4,6681,40944.1,4,2,0.41513671405922
"RS","Santa Clara do Sul",431675,2020,5,6681,40944.1,4,3,0.397744790707546
"RS","Santa Cruz do Sul",431680,2020,2,131365,73286.09,217,74,0.307635834851168
"RS","Santa Cruz do Sul",431680,2020,3,131365,73286.09,226,74,0.413006909493493
"RS","Santa Cruz do Sul",431680,2020,4,131365,73286.09,143,63,0.465528723385778
"RS","Santa Cruz do Sul",431680,2020,5,131365,73286.09,131,90,0.419872663840435
"RS","Santa Maria",431690,2020,2,283677,27785.51,428,144,0.320523134586051
"RS","Santa Maria",431690,2020,3,283677,27785.51,530,166,0.441122198248589
"RS","Santa Maria",431690,2020,4,283677,27785.51,312,161,0.491527411797554
"RS","Santa Maria",431690,2020,5,283677,27785.51,282,194,0.440041260909263
"RS","Sant'Ana do Livramento",431710,2020,2,76321,33840.09,165,51,0.314922206012836
"RS","Sant'Ana do Livramento",431710,2020,3,76321,33840.09,144,59,0.427312436792744
"RS","Sant'Ana do Livramento",431710,2020,4,76321,33840.09,86,61,0.454363622529459
"RS","Sant'Ana do Livramento",431710,2020,5,76321,33840.09,113,64,0.402901469416328
"RS","Santa Rosa",431720,2020,2,73575,41100.58,116,46,0.304961132175967
"RS","Santa Rosa",431720,2020,3,73575,41100.58,76,33,0.373691214810269
"RS","Santa Rosa",431720,2020,4,73575,41100.58,81,37,0.415016945798443
"RS","Santa Rosa",431720,2020,5,73575,41100.58,101,39,0.392270707406934
"RS","Santa Vitória do Palmar",431730,2020,2,29483,44990.62,45,24,0.311980100508624
"RS","Santa Vitória do Palmar",431730,2020,3,29483,44990.62,61,30,0.405743819733726
"RS","Santa Vitória do Palmar",431730,2020,4,29483,44990.62,35,30,0.431049301527059
"RS","Santa Vitória do Palmar",431730,2020,5,29483,44990.62,31,27,0.397852827334866
"RS","Santiago",431740,2020,2,49360,29150.81,80,24,0.291757604115452
"RS","Santiago",431740,2020,3,49360,29150.81,69,22,0.40031916716313
"RS","Santiago",431740,2020,4,49360,29150.81,39,31,0.421942260180679
"RS","Santiago",431740,2020,5,49360,29150.81,46,39,0.382651141409574
"RS","Santo Ângelo",431750,2020,2,77568,34128.89,109,53,0.310451019855469
"RS","Santo Ângelo",431750,2020,3,77568,34128.89,98,59,0.403599222473893
"RS","Santo Ângelo",431750,2020,4,77568,34128.89,84,43,0.441097859857432
"RS","Santo Ângelo",431750,2020,5,77568,34128.89,91,47,0.428199902228568
"RS","Santo Antônio da Patrulha",431760,2020,2,43171,29889.94,59,30,0.275423184717832
"RS","Santo Antônio da Patrulha",431760,2020,3,43171,29889.94,68,30,0.384097737521028
"RS","Santo Antônio da Patrulha",431760,2020,4,43171,29889.94,45,22,0.422079879722013
"RS","Santo Antônio da Patrulha",431760,2020,5,43171,29889.94,41,26,0.381755449885889
"RS","Santo Augusto",431780,2020,2,13848,39859.94,22,8,0.314523064481441
"RS","Santo Augusto",431780,2020,3,13848,39859.94,34,5,0.404740425459932
"RS","Santo Augusto",431780,2020,4,13848,39859.94,21,7,0.419307228489227
"RS","Santo Augusto",431780,2020,5,13848,39859.94,14,11,0.402434341709608
"RS","Santo Cristo",431790,2020,2,14216,39854.23,28,10,0.306532256989508
"RS","Santo Cristo",431790,2020,3,14216,39854.23,9,10,0.373688752986616
"RS","Santo Cristo",431790,2020,4,14216,39854.23,14,10,0.391462877954802
"RS","Santo Cristo",431790,2020,5,14216,39854.23,15,10,0.412087831925827
"RS","São Borja",431800,2020,2,60019,31467.27,93,37,0.326767458768403
"RS","São Borja",431800,2020,3,60019,31467.27,110,39,0.415613923001151
"RS","São Borja",431800,2020,4,60019,31467.27,68,40,0.433038044024722
"RS","São Borja",431800,2020,5,60019,31467.27,66,34,0.422909146247568
"RS","São Francisco de Assis",431810,2020,2,18205,26750.31,17,12,0.279898213853493
"RS","São Francisco de Assis",431810,2020,3,18205,26750.31,26,15,0.370538969777734
"RS","São Francisco de Assis",431810,2020,4,18205,26750.31,14,13,0.389676333776528
"RS","São Francisco de Assis",431810,2020,5,18205,26750.31,13,11,0.35110317037699
"RS","São Francisco de Paula",431820,2020,2,21801,28411.7,45,7,0.327114233788638
"RS","São Francisco de Paula",431820,2020,3,21801,28411.7,43,10,0.419662793583668
"RS","São Francisco de Paula",431820,2020,4,21801,28411.7,25,12,0.425020052289615
"RS","São Francisco de Paula",431820,2020,5,21801,28411.7,18,17,0.414987879427749
"RS","São Gabriel",431830,2020,2,62147,29673.16,97,35,0.307584359858339
"RS","São Gabriel",431830,2020,3,62147,29673.16,88,45,0.389262389168832
"RS","São Gabriel",431830,2020,4,62147,29673.16,78,40,0.420055417870971
"RS","São Gabriel",431830,2020,5,62147,29673.16,64,58,0.403969388664102
"RS","São Jerônimo",431840,2020,2,24412,24175.77,43,14,0.29820835426686
"RS","São Jerônimo",431840,2020,3,24412,24175.77,38,14,0.423401306838139
"RS","São Jerônimo",431840,2020,4,24412,24175.77,21,11,0.463612157574651
"RS","São Jerônimo",431840,2020,5,24412,24175.77,19,9,0.423149563316786
"RS","São José do Norte",431850,2020,2,27721,29672.28,33,24,0.335722779238078
"RS","São José do Norte",431850,2020,3,27721,29672.28,40,21,0.421103542981572
"RS","São José do Norte",431850,2020,4,27721,29672.28,28,14,0.438837291215234
"RS","São José do Norte",431850,2020,5,27721,29672.28,34,17,0.437924185313838
"RS","São Leopoldo",431870,2020,2,238648,38317.82,382,106,0.312370204721516
"RS","São Leopoldo",431870,2020,3,238648,38317.82,404,135,0.427418117718821
"RS","São Leopoldo",431870,2020,4,238648,38317.82,261,100,0.485049812039438
"RS","São Leopoldo",431870,2020,5,238648,38317.82,233,119,0.422383679562277
"RS","São Lourenço do Sul",431880,2020,2,43540,24393.81,64,28,0.299537110280988
"RS","São Lourenço do Sul",431880,2020,3,43540,24393.81,59,28,0.423284797430788
"RS","São Lourenço do Sul",431880,2020,4,43540,24393.81,35,33,0.454242835033924
"RS","São Lourenço do Sul",431880,2020,5,43540,24393.81,37,47,0.437583190543849
"RS","São Luiz Gonzaga",431890,2020,2,33293,39604.23,69,15,0.300245771032207
"RS","São Luiz Gonzaga",431890,2020,3,33293,39604.23,65,21,0.364263324112009
"RS","São Luiz Gonzaga",431890,2020,4,33293,39604.23,43,31,0.383810458521539
"RS","São Luiz Gonzaga",431890,2020,5,33293,39604.23,27,17,0.383201395372567
"RS","São Marcos",431900,2020,2,21658,39582.39,29,13,0.306599839292445
"RS","São Marcos",431900,2020,3,21658,39582.39,33,14,0.413798295518243
"RS","São Marcos",431900,2020,4,21658,39582.39,27,9,0.430497964949231
"RS","São Marcos",431900,2020,5,21658,39582.39,16,13,0.397173913165891
"RS","São Pedro do Sul",431940,2020,2,16148,24488.08,24,10,0.29715059401254
"RS","São Pedro do Sul",431940,2020,3,16148,24488.08,30,17,0.382373807073206
"RS","São Pedro do Sul",431940,2020,4,16148,24488.08,14,14,0.401816855496099
"RS","São Pedro do Sul",431940,2020,5,16148,24488.08,11,14,0.375089169978168
"RS","São Sebastião do Caí",431950,2020,2,25959,27553.28,41,21,0.323653964999324
"RS","São Sebastião do Caí",431950,2020,3,25959,27553.28,42,15,0.421233240449426
"RS","São Sebastião do Caí",431950,2020,4,25959,27553.28,26,16,0.45633855629128
"RS","São Sebastião do Caí",431950,2020,5,25959,27553.28,17,18,0.411360657197889
"RS","São Sepé",431960,2020,2,23555,33987.83,36,15,0.270538218634168
"RS","São Sepé",431960,2020,3,23555,33987.83,33,17,0.369096987721338
"RS","São Sepé",431960,2020,4,23555,33987.83,24,15,0.392115858065153
"RS","São Sepé",431960,2020,5,23555,33987.83,19,22,0.375026254943341
"RS","São Vicente do Sul",431980,2020,2,8732,31529.04,11,5,0.317302311524565
"RS","São Vicente do Sul",431980,2020,3,8732,31529.04,8,3,0.433186798614791
"RS","São Vicente do Sul",431980,2020,4,8732,31529.04,9,2,0.467451118439729
"RS","São Vicente do Sul",431980,2020,5,8732,31529.04,6,4,0.40555678369232
"RS","Sapiranga",431990,2020,2,80037,40789.31,149,52,0.294056760936026
"RS","Sapiranga",431990,2020,3,80037,40789.31,180,29,0.405406904858322
"RS","Sapiranga",431990,2020,4,80037,40789.31,101,33,0.432162734730818
"RS","Sapiranga",431990,2020,5,80037,40789.31,99,43,0.380542135673755
"RS","Sapucaia do Sul",432000,2020,2,141808,24171.89,213,68,0.305127746207678
"RS","Sapucaia do Sul",432000,2020,3,141808,24171.89,217,83,0.411778389681297
"RS","Sapucaia do Sul",432000,2020,4,141808,24171.89,150,66,0.474345264668529
"RS","Sapucaia do Sul",432000,2020,5,141808,24171.89,148,78,0.414734895996071
"RS","Sarandi",432010,2020,2,24763,37996.58,31,11,0.308403613696946
"RS","Sarandi",432010,2020,3,24763,37996.58,42,14,0.413991441480088
"RS","Sarandi",432010,2020,4,24763,37996.58,40,8,0.428877714495027
"RS","Sarandi",432010,2020,5,24763,37996.58,27,13,0.386244648779198
"RS","Seberi",432020,2020,2,10713,33163.84,29,10,0.268588091159257
"RS","Seberi",432020,2020,3,10713,33163.84,28,5,0.379109783387985
"RS","Seberi",432020,2020,4,10713,33163.84,13,11,0.397539482442368
"RS","Seberi",432020,2020,5,10713,33163.84,16,9,0.373597096741885
"RS","Serafina Corrêa",432040,2020,2,17795,38580.62,29,8,0.305771471994916
"RS","Serafina Corrêa",432040,2020,3,17795,38580.62,31,9,0.398228236204734
"RS","Serafina Corrêa",432040,2020,4,17795,38580.62,20,6,0.403382451023067
"RS","Serafina Corrêa",432040,2020,5,17795,38580.62,15,10,0.38120228689011
"RS","Sobradinho",432070,2020,2,15005,24319.95,31,8,0.269858005163706
"RS","Sobradinho",432070,2020,3,15005,24319.95,25,12,0.369251785459162
"RS","Sobradinho",432070,2020,4,15005,24319.95,19,10,0.401743724867934
"RS","Sobradinho",432070,2020,5,15005,24319.95,17,11,0.369115537792505
"RS","Soledade",432080,2020,2,31035,31513.04,51,23,0.315252215950204
"RS","Soledade",432080,2020,3,31035,31513.04,48,21,0.418909850348012
"RS","Soledade",432080,2020,4,31035,31513.04,39,18,0.445067395528355
